# Moller et al. 2022 
# SNe Ia selected with SuperNNova using host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology 
# No HQ nor JLA cuts 
# Columns are: SNID=id zHD=redshift IAUC=naming SuperNNova probabilities= all_class0_S_0, average_probability_set_0 
#              SALT2 fit= c,x1,zHDERR,cERR,x1ERR 
SNID,IAUC,SNTYPE,zHD,c,x1,zHDERR,cERR,x1ERR,HOSTGAL_MAG_r,all_class0_S_0,average_probability_set_0
1533035,DES16X1cvh      ,0,0.5812,-0.113106,-1.89416,0.001,0.0627519,0.18885,21.99,0.9999906,0.9998206
1534078,DES16X3cym      ,0,0.6122,-0.0101173999999999,-2.14936,0.001,0.0288048,0.37214,23.18,0.9999988,0.9999997
1536021,DES16E1dcr      ,0,0.5341,0.21193,-1.0117200000000002,0.001,0.0589758,0.54301,23.16,0.9999609,0.9963175
1536026,DES16E1dcs      ,0,0.4413,0.0743257,-0.0234442,0.001,0.0454647,0.47117,22.2,0.9999802,0.99996614
1536028,DES16E1dcx      ,1,0.4511,0.13045,0.54597,0.001,0.0329624,0.33998,21.55,0.9999883,0.9998789
1536062,DES16C2dcy      ,0,0.7002,-0.0799815,0.8773,0.001,0.0106063999999999,0.89155,23.48,0.9999902,0.99997365
1536112,DES16C3ddh      ,0,0.7589,-0.0679578,0.62395,0.001,0.0510454,0.43995,23.83,0.9999982,0.9999992
1537020,DES16E2dda      ,0,0.4057,-0.010005,0.97685,0.001,0.0127077999999999,0.2517,23.04,1.0,0.9999999
1537077,DES16C3ddj      ,0,0.7445,0.17348,-2.58061,0.001,0.0825727,0.5829300000000001,23.06,0.9989951,0.9780933
1538019,DES16S2dfm      ,1,0.2907,-0.0454713,0.57555,0.001,0.0278186,0.16352,20.1,1.0,1.0
1547032,DES16E2dqt      ,0,0.5788,0.35339,0.69118,0.001,0.0907727,1.04177,22.55,0.96784896,0.9540455
1547071,DES16C3dhv      ,1,0.2991,0.0417128,-0.581023,0.001,0.035267,0.28726,21.15,1.0,0.9999998
1547086,DES16C3dhy      ,101,0.2758,0.25593,-0.544676,0.001,0.0341075,0.25058,22.44,0.9999999,0.9999998
1550021,DES16E1dic      ,1,0.2059,0.2459599999999999,0.0234817,0.001,0.0278174,0.15946,20.46,1.0,0.99999964
1550103,DES16C2dil      ,0,0.5317,0.0936736,0.95129,0.001,0.0413449,0.4363,22.85,0.9999796,0.9188034
1551020,DES16E1dio      ,0,0.4628,0.2398699999999999,1.63597,0.001,0.0408034,0.52589,20.91,0.92862546,0.71298534
1551083,DES16C3dij      ,0,0.803,0.0319262,-2.30121,0.001,0.0775828,0.6098,23.67,0.9999225,0.99997294
1552028,DES16X1der      ,1,0.4518,-0.038359,-0.066974,0.001,0.0317812,0.3446599999999999,22.19,1.0,1.0
1552062,DES16C2dep      ,0,0.7821,-0.287887,2.4569400000000003,0.001,0.0894467,1.21537,23.43,0.99958867,0.99745643
1552084,DES16C2dir      ,0,0.5368,0.0583679,-1.53888,0.001,0.0528269,0.5874,21.59,0.9999609,0.99983376
1552143,DES16C1dgn      ,0,0.7599,-0.0781813,0.6158100000000001,0.001,0.0800317,0.7655,22.65,0.99999213,0.9999922
1555053,DES16C1doa      ,0,0.7307,-0.00447554,0.63584,0.001,0.0779396,0.78894,22.6,0.99718094,0.94608366
1559124,DES16C2dlt      ,0,0.6525,-0.0733863,0.00734385,0.001,0.0383202,0.4113199999999999,23.05,0.9999957,0.999998
1559147,DES16X3dqy      ,0,0.9475,-0.244504,1.34779,0.001,0.0449102,0.47347,23.84,0.99456006,0.9382478
1560034,DES16E2drd      ,1,0.2689,0.1389,-0.00157006,0.001,0.0297584999999999,0.2261699999999999,21.46,1.0,0.99999744
1562077,DES16C3dma      ,0,0.4784,-0.0815814,0.95594,0.001,0.0231912999999999,0.17449,23.07,1.0,1.0
1562098,DES16X2drg      ,0,0.5762,-0.121746,-0.179749,0.001,0.0354533999999999,0.45502,23.16,0.99999964,0.9999994
1563063,DES16C2dko      ,0,0.7155,-0.072506,-0.0703888999999999,0.001,0.0576343,0.5899399999999999,22.73,0.9999906,0.99999106
1564017,DES16E1drm      ,0,0.6579,-0.0245716,0.11183,0.001,0.0569714,0.68094,22.63,0.9999846,0.99996626
1565032,DES16X1drk      ,1,0.461,0.0156819999999999,-0.0453957,0.001,0.0397749,0.55721,20.87,0.99999976,0.9999992
1566028,DES16X2dzz      ,101,0.3206,0.0840738,-0.102489,0.001,0.0275330999999999,0.2269699999999999,21.1,0.9999999,0.9999998
1567044,DES16C2dro      ,0,0.4227,0.0942722,-0.469205,0.001,0.0390044,0.45635,20.78,0.99998486,0.99996835
1569050,DES16S2drt      ,1,0.3299,0.0755165,0.30534,0.001,0.0291911,0.27402,22.41,0.9999993,0.9999987
1569058,DES16S2dpi      ,0,0.7271,-0.0168519,0.85369,0.001,0.0989598,1.14229,23.67,0.99836713,0.99897194
1570024,DES16C1dsf      ,0,0.5506,-0.140674,0.032625,0.001,0.0333845,0.34134,21.86,1.0,1.0
1574017,DES16E1eae      ,1,0.5329,-0.0815365,-0.307169,0.001,0.0367048,0.46351,22.6,0.9999999,0.9999995
1574019,DES16E1drw      ,0,0.6043,-0.104549,-0.0868386999999999,0.001,0.0352203,0.4411,22.11,0.9999995,0.99999905
1574028,DES16E1eaj      ,0,0.6559,-0.128865,-1.48848,0.001,0.0549061,0.68794,22.0,0.9998512,0.9996134
1574062,DES16X2dry      ,0,0.5502,0.0341143,-0.996676,0.001,0.0490079999999999,0.69767,22.64,0.99999905,0.9999895
1574104,DES16S2ejm      ,0,0.273,0.0961186,0.78986,0.001,0.0481140999999999,0.44713,19.82,0.99999857,0.9999982
1575019,DES16E1dsc      ,0,0.6521,0.0746433,-0.830528,0.001,0.0642942,0.71286,22.01,0.9998349,0.99970376
1575072,DES16X2eah      ,0,0.5903,-0.0455629,1.45134,0.001,0.037723,0.5387,23.61,1.0,1.0
1576034,DES16E2dsj      ,0,0.7667,-0.131594,1.0077200000000002,0.001,0.0777443,0.68984,23.05,0.99252397,0.68352985
1576060,DES16X2dsq      ,0,0.7834,-0.132407,0.0385798,0.001,0.0908248999999999,1.04273,23.33,0.99996614,0.9999193
1578103,DES16S2ean      ,1,0.1601,0.1774099999999999,-0.5852350000000001,0.001,0.0281103,0.1189799999999999,20.5,1.0,1.0
1579146,DES16X3eat      ,0,0.8032,-0.180413,-1.34389,0.001,0.0618206,0.48288,24.0,0.9999567,0.9999878
1581017,DES16C3eau      ,0,0.8381,-0.0115127999999999,0.64895,0.001,0.0570452,0.48916,23.71,0.99957913,0.99323976
1581048,DES16C1dwb      ,0,0.4018,-0.129174,0.31142,0.001,0.026616,0.23704,21.49,1.0,1.0
1588019,DES16C3dye      ,0,0.6877,0.10335,-0.0521016999999999,0.001,0.0457761999999999,0.49916,22.59,0.60592633,0.71659607
1590044,DES16E2ebf      ,0,0.6293,0.0332381999999999,-0.394936,0.001,0.0506429,0.61247,22.43,0.99990535,0.9992396
1590122,DES16C2egc      ,0,0.7795,-0.0141347999999999,-0.0121077,0.001,0.0746781999999999,0.72663,22.77,0.99999464,0.9999949
1590133,DES16C3ecc      ,0,0.6936,0.33136,0.73644,0.001,0.0771865,0.85206,23.67,0.9855838,0.75347817
1592028,DES16E1eef      ,1,0.3251,0.0274719,0.25881,0.001,0.0274829,0.1972,21.6,1.0,1.0
1592067,DES16S2ecm      ,0,0.6919,-0.0411873,0.3004199999999999,0.001,0.0551576,0.82945,22.13,0.9999293,0.9999248
1593067,DES16C2ege      ,101,0.3478,0.2358,0.0430897,0.001,0.0411459999999999,0.42657,21.0,0.9999999,0.99999964
1594042,DES16X2ejx      ,0,0.6198,0.00505747,-0.909894,0.001,0.054861,0.62045,22.9,0.9985649,0.99552
1595028,DES16X2edd      ,0,0.4652,0.16313,0.0734272,0.001,0.048011,0.57923,22.89,0.9999671,0.999969
1595110,DES16C2egf      ,0,0.5927,-0.0497789,0.0060838,0.001,0.0422293,0.55819,21.02,0.99809235,0.99828947
1595118,DES16C3eeh      ,0,0.9094,-0.148697,-1.1756799999999998,0.001,0.0526784,0.37401,23.44,0.9996954,0.99840987
1595127,DES16C3ejy      ,0,0.5693,-0.0484319999999999,-0.0280964999999999,0.001,0.0285952,0.21559,21.76,1.0,1.0
1596033,DES16E2efd      ,0,0.4694,0.26211,0.13115,0.001,0.0691807,0.89915,23.14,0.9838815,0.9902706
1598039,DES16C3ejz      ,0,0.6228,0.18389,-0.8903110000000001,0.001,0.0474396,0.48593,23.4,0.99997187,0.9999849
1599030,DES16E2eka      ,0,0.3677,-0.0786706,0.2601699999999999,0.001,0.023185,0.15623,24.11,0.9999999,0.99999696
1602023,DES16C2eni      ,0,0.8964,-0.2255329999999999,0.7438600000000001,0.001,0.0687156999999999,1.08144,23.14,0.94848555,0.7510328
1602033,DES16X3egm      ,0,0.6097,-0.0999998,0.7145,0.001,0.00235289,0.25415,23.47,1.0,0.9999999
1617030,DES16C3elx      ,0,0.7361,0.27231,-1.7785400000000002,0.001,0.0857949,0.60415,24.01,0.9613841,0.82692015
1617061,DES16S2emd      ,0,0.4674,0.0444295,-2.23281,0.001,0.0957298999999999,0.7296600000000001,23.98,0.99982053,0.9985941
1617068,DES16X3eme      ,0,0.9307,-0.13373,-0.914045,0.001,0.089554,1.04215,23.87,0.99991345,0.99975824
1618036,DES16E1erp      ,0,0.3922,-0.0235959,-0.7761939999999999,0.001,0.0298554,0.27515,21.85,0.9999999,0.9999998
1618042,DES16C3elb      ,1,0.4289,-0.00410977,-0.116237,0.005,0.0311418,0.32249,21.28,1.0,1.0
1622075,DES16X3enk      ,101,0.3295,-0.1000429999999999,-1.7991400000000002,0.001,0.0383354,0.21804,20.59,0.99999964,0.99999267
1625037,DES16S1evy      ,0,0.3186,0.0213172,-0.228157,0.0,0.0269624,0.20614,20.58,1.0,1.0
1625059,DES16S1evx      ,0,0.5928,-0.00105475,1.30879,0.001,0.0631297,1.14761,22.04,0.99998975,0.99619675
1626052,DES16X3eom      ,0,0.953,0.1252,-0.639325,0.001,0.11918,1.1614799999999998,23.48,0.99352276,0.9756528
1632070,DES16X2ewc      ,0,0.4251,0.1511,1.64707,0.001,0.0496604,0.73511,22.28,0.9976077,0.9985337
1634024,DES16X1epw      ,0,0.5763,0.0679135,-1.4590299999999998,0.001,0.0713658,0.64422,22.88,0.9999964,0.99999774
1635042,DES16E1esb      ,0,0.5583,-0.0956587,-0.0268912,0.001,0.0361062,0.53584,22.64,0.9999949,0.9999973
1636043,DES16E2etb      ,0,0.5394,0.0991445,1.08226,0.001,0.0379014,0.5412,21.4,0.96166915,0.9320768
1636093,DES16E1ezz      ,0,0.4778,0.1047299999999999,2.15192,0.001,0.0360434,0.6447,21.84,0.999997,0.9997732
1636111,DES16X3esf      ,0,0.9601,-0.169133,-0.763784,0.001,0.0712557,0.76302,23.04,0.99710065,0.99453133
1638030,DES16S2ffk      ,101,0.3714,0.00598463,-0.244425,0.001,0.0360285,0.43198,20.79,0.9999999,0.9999998
1639025,DES16E2fae      ,0,0.6619,-0.0956715,0.78145,0.001,0.0395864,0.60451,23.14,0.9999999,0.9999994
1639098,DES16C3ewj      ,0,1.0235,0.0684866,2.19697,0.001,0.0882015,1.19152,23.72,0.9971935,0.9939644
1641065,DES16S1ffs      ,0,0.4325,0.27941,-0.245407,0.001,0.0632718,0.93569,21.13,0.9051304,0.9106132
1641184,DES16X3ewl      ,0,1.0727,-0.0635288,0.95022,0.001,0.0766154,1.1308200000000002,23.93,0.99126583,0.9869682
1641288,DES16E1fkh      ,0,0.5453,0.16599,0.6540100000000001,0.001,0.0481798,0.92109,22.38,0.99557376,0.9468427
1641368,DES16X3fav      ,0,0.607,0.0441839,-0.900324,0.001,0.0469174,0.52465,23.36,0.9908426,0.9980734
1642117,DES16X3exa      ,0,0.8122,0.2465,-0.0595500999999999,0.001,0.0866932,0.90355,24.2,0.9996896,0.99774855
1642138,DES16C1ffw      ,0,0.6597,0.0333614,0.90878,0.001,0.0499246999999999,0.65555,23.9,0.9999943,0.9999343
1642158,DES16S2fft      ,0,0.687,-0.0899486999999999,1.02724,0.001,0.0226071,0.91709,22.15,0.99991596,0.9997924
1642178,DES16C3ffy      ,0,0.6867,-0.0576591,-1.25813,0.001,0.047279,0.62144,22.35,0.9999728,0.9970614
1643063,DES16X1ext      ,0,0.5719,-0.2201389999999999,-1.01035,0.001,0.0355165,0.64822,22.14,0.9999784,0.9998748
1643120,DES16X2fdm      ,0,0.7552,-0.243082,-0.723241,0.001,0.092193,0.9397,23.31,0.9999993,0.99997884
1643167,DES16S2exs      ,0,0.8303,-0.19142,0.2747199999999999,0.001,0.0876904999999999,0.8518100000000001,23.59,0.99986184,0.9999565
1643213,DES16C3fgd      ,0,0.6553,0.0720393,-0.480779,0.001,0.0479999,0.674,22.11,0.9999484,0.8031885
1643252,DES16E1fky      ,0,0.5104,0.0946743999999999,0.5666800000000001,0.001,0.048434,0.7042,22.61,0.99974793,0.9998275
1643256,DES16E1fkz      ,0,0.8197,-0.0198555,1.13197,0.001,0.0821537,1.12651,23.08,0.9917978,0.9912629
1643290,DES16E1flb      ,0,0.6896,-0.0783807,-0.0310065,0.001,0.0639059999999999,1.08339,22.94,0.9814373,0.9831271
1643292,DES16E1fkq      ,0,0.4918,0.0460272,2.04802,0.001,0.0479911,0.6907300000000001,22.4,0.99987507,0.99983203
1643312,DES16C2fkt      ,0,0.3404,0.12224,-0.99223,0.001,0.0311364,0.34083,21.43,0.99999976,0.99999714
1643313,DES16C2fkw      ,0,0.3903,0.0399873,0.80683,0.001,0.00989641,0.31032,20.85,0.99999976,0.99999887
1643316,DES16C2flh      ,0,0.5489,0.00327418,-1.44022,0.001,0.0451327,0.69521,20.88,0.99999964,0.99999857
1643329,DES16X3fbg      ,0,0.6083,0.34551,-0.132521,0.001,0.0713153,1.04158,23.52,0.9123504,0.8526642
1644061,DES16C3ffz      ,0,0.6129,0.0788496,-2.24087,0.001,0.0546528,0.5284399999999999,22.61,0.9999629,0.9999641
1644163,DES16S2fga      ,0,0.562,0.0065939,-0.175293,0.001,0.0684953,1.00926,22.1,0.9999521,0.99996436
1644180,DES16C3fgk      ,0,0.6115,-0.0121238,0.47395,0.001,0.0321575,0.37527,22.21,1.0,1.0
1644199,DES16C3fgj      ,0,0.6612,0.11914,-0.3913,0.001,0.0487754,0.53735,23.19,0.9997669,0.9996045
1644213,DES16E1flg      ,0,0.5451,-0.155928,-1.55425,0.001,0.0414668,0.67804,22.28,0.99999917,0.99999505
1644237,DES16E1fle      ,0,0.6541,0.0167864,-1.72102,0.001,0.0588972,0.81839,23.51,0.9704443,0.98047894
1644251,DES16E2flf      ,0,0.7795,-0.00820337,2.62869,0.001,0.0801504,1.29627,23.03,0.9969574,0.9990177
1644290,DES16C2flj      ,0,0.5373,0.027624,-0.0852286,0.001,0.0399476999999999,0.62293,21.4,0.9999999,0.9999995
1645125,DES16X2fdo      ,0,0.4442,-0.060001,1.09433,0.001,0.00747659,0.40113,22.62,0.9999999,1.0
1645145,DES16X3ezd      ,0,0.8263,0.10066,-0.464075,0.001,0.0988675,1.06969,23.16,0.9984553,0.9991171
1645158,DES16C1fgm      ,1,0.3605,0.00823659,-1.97762,0.001,0.0340126,0.38456,21.74,0.9999999,0.9999956
1645195,DES16S2fgp      ,0,0.5258,-0.0652799,0.59502,0.001,0.0361506,0.56142,21.64,0.9999999,0.99999964
1645208,DES16C3fgo      ,0,0.6952,-0.0682028,0.6994199999999999,0.001,0.0330061,0.3380599999999999,21.51,0.9999999,0.9999998
1645214,DES16S2fqc      ,0,0.6121,0.17051,0.82985,0.001,0.10534,1.10596,23.09,0.9998079,0.9994432
1645304,DES16C2flw      ,0,0.8598,-0.0764638,0.51177,0.001,0.0707466,0.60847,23.04,0.9997999,0.99979913
1646056,DES16E2fma      ,0,0.7489,0.0447944,1.58268,0.001,0.0858681,1.06057,23.45,0.9984895,0.9982437
1646092,DES16C2fcu      ,0,0.7207,-0.00607196,-2.15475,0.001,0.0674946,0.68086,23.54,0.9998485,0.99958503
1646094,DES16C2fmc      ,0,0.5924,0.19946,-0.0650451,0.001,0.0841611999999999,1.1671200000000002,22.75,0.993718,0.9910849
1647048,DES16X1fqe      ,0,0.7088,-0.0199932,0.65927,0.001,0.0552013,0.84415,22.41,0.9999136,0.9999655
1650024,DES16X1few      ,1,0.3099,0.0585746999999999,-0.214932,0.001,0.0369183,0.32728,21.7,1.0,1.0
1652139,DES16C3fqj      ,0,0.7827,0.0339016,-0.175254,0.001,0.0775213999999999,0.7854,23.18,0.99997807,0.99979573
1653101,DES16C3fmt      ,0,0.33,0.24768,0.71112,0.001,0.0284349,0.25329,21.77,0.99999976,0.99995345
1653189,DES16C2fmx      ,0,0.8259,-0.147873,-0.219261,0.001,0.093778,0.68058,23.18,0.9717953,0.97652465
1654105,DES16C3fqn      ,0,0.5627,-0.0439564,1.12342,0.001,0.0256859,0.1995,23.1,0.9999989,0.9999424
1655086,DES16C3fhz      ,0,0.4278,0.0430101,0.34338,0.001,0.0251763,0.1985299999999999,23.51,1.0,1.0
1655162,DES16C1ftq      ,0,0.2423,0.32988,0.88208,0.001,0.0378789,0.34236,22.05,0.99998,0.98762953
1656090,DES16C3frf      ,0,0.9173,-0.0963355,0.63079,0.001,0.066089,0.8776299999999999,23.34,0.9999887,0.99995184
1658045,DES16E2fvm      ,0,0.642,-0.0582973,-1.65159,0.001,0.0532088,0.5626399999999999,21.21,0.9999169,0.99992007
1658051,DES16E2fvn      ,0,0.6229,0.011428,-1.05967,0.001,0.058007,0.4941,21.83,0.99999845,0.9999975
1658066,DES16C2fxt      ,0,0.818,0.15935,0.000921442,0.001,0.0997914,1.09339,22.63,0.99763227,0.99774396
1659122,DES16C1fuc      ,0,0.5187,0.0142700999999999,0.0785756,0.001,0.0363614,0.36488,22.98,0.96560997,0.6874997
1660018,DES16X2fxw      ,0,0.4344,0.0197354,1.17019,0.001,0.0409911,0.63007,22.18,0.9999999,0.9999999
1662023,DES16X2fxy      ,0,0.3127,-0.0905928,-0.165175,0.001,0.0291776,0.27888,21.23,0.9999999,0.9999998
1672051,DES16X2geg      ,0,0.6138,-0.116347,-1.4458,0.001,0.0586630999999999,0.5031399999999999,22.68,0.99998534,0.99997634
1673064,DES16C1ggo      ,0,0.7687,-0.0451161999999999,-0.467754,0.001,0.08115,0.84531,23.0,0.9999739,0.99994695
1673068,DES16C3fym      ,0,0.5278,-0.104084,-0.25914,0.001,0.0374634,0.45957,21.26,1.0,1.0
1674022,DES16X1fyn      ,0,0.6027,-0.0943273,-0.994078,0.001,0.0522695,0.61107,24.0,0.99993277,0.9999795
1674081,DES16C1ggr      ,0,0.7351,0.14582,0.66847,0.001,0.10636,1.2945799999999998,24.17,0.99163365,0.99473345
1676034,DES16X2fzb      ,0,0.5113,0.24989,-0.734367,0.001,0.0338971999999999,1.10004,21.96,0.9999796,0.99993056
1692023,DES16C1gdi      ,0,0.197,-0.0592335,0.0581691,0.001,0.0294717,0.23998,21.71,0.27586642,0.5673024
1699058,DES16C1gpg      ,0,0.6226,-0.00673344,0.47711,0.001,0.0710705,1.14638,21.72,0.95990086,0.9905125
1699061,DES16C1gpe      ,0,0.5357,0.00371865,-2.46981,0.001,0.0617643,0.67511,22.16,0.99999964,0.99999845
1699105,DES16C2grd      ,0,0.4659,0.0514093,1.29522,0.001,0.0423077,0.59209,21.3,0.9999993,0.9999978
1701055,DES16C3ghz      ,0,0.264,0.026274,-1.17586,0.001,0.0456721,0.71263,20.37,0.9999999,0.9999997
1701088,DES16C2gij      ,0,0.724,-0.132109,-0.206738,0.001,0.0887746,0.8611700000000001,23.18,0.9999895,0.9999545
1702083,DES16C2gie      ,0,0.3888,-0.0964133,0.2324699999999999,0.001,0.0291674,0.38094,21.74,1.0,1.0
1702096,DES16C2grl      ,0,0.3881,0.20393,-0.70753,0.001,0.0682841,0.77008,22.09,0.9907872,0.9420746
1703072,DES16C1gpj      ,0,0.4942,0.00311077,-0.8761180000000001,0.001,0.0400039,0.67082,21.22,0.9987717,0.9763309
1703076,DES16C1gpi      ,0,0.661,0.0640707,-0.370585,0.001,0.0818599,0.98328,22.45,0.9964889,0.9978124
1716023,DES16C1gpw      ,0,0.7149,1.21543e-05,-2.46698,0.001,0.0127475,1.22271,23.74,0.9998018,0.9128418
1273127,DES15E1u        ,1,0.1894,0.0522406999999999,-2.00367,0.001,0.0385337,0.42644,19.99,0.9999999,0.99999636
1275873,DES15E2al       ,0,0.4019,-0.0151887,-1.30224,0.001,0.0443287,0.71988,20.48,0.9999306,0.9987396
1275946,DES15E2bo       ,1,0.2321,-0.0490715,1.4755,0.005,0.0258628,0.15605,24.86,1.0,1.0
1276034,DES15E2am       ,0,0.4923,0.0830538,2.10518,0.001,0.0366478,0.5197,20.64,0.9999994,0.99999905
1276047,DES15E2an       ,0,0.295,0.32125,0.33314,0.001,0.12967,0.88515,21.99,0.99356985,0.8412439
1276546,DES15S2au       ,0,0.3533,-0.0782636999999999,-0.211282,0.001,0.0345799,0.3755699999999999,23.74,0.99999905,0.99999774
1277227,DES15X1bd       ,0,0.4648,0.0731599,-2.3052,0.001,0.065202,1.09322,21.52,0.9970132,0.99836034
1277710,DES15C3bh       ,0,0.6818,-0.0477535,1.1318700000000002,0.001,0.0432861,0.45858,23.58,0.99999,0.9999031
1277715,DES15C3bg       ,0,0.346,-0.0262074,0.0154296,0.001,0.0250576,0.20723,22.45,1.0,0.99999964
1278602,DES15S1ev       ,0,0.348,0.17207,-0.216319,0.001,0.0441228,0.43601,22.07,0.999998,0.99998415
1278823,DES15X2fi       ,0,0.5051,0.17544,-0.616544,0.001,0.0710635,1.1819,21.78,0.9993431,0.99890786
1279384,DES15X3gd       ,0,0.6831,-0.122128,-0.637863,0.001,0.0392873,0.5451,23.57,0.9999974,0.99999106
1279420,DES15C1gw       ,0,0.2569,0.0908149999999999,-0.783054,0.001,0.0468200999999999,0.58703,19.82,1.0,0.999998
1279488,DES15X3hi       ,0,0.4941,0.12517,0.57701,0.001,0.0313671,0.37559,23.44,0.9976342,0.9915336
1279500,DES15X3hp       ,1,0.2347,0.00043379,0.7279,0.001,0.0254414,0.19609,21.58,1.0,0.9999998
1279501,DES15X3hh       ,0,0.5653,0.0457065,-0.374376,0.001,0.0378748,0.5332,22.72,0.99998975,0.9997363
1279616,DES15X3ie       ,0,0.8636,-0.098742,-3.01375,0.001,0.0972117,0.93811,24.14,0.9975337,0.99829084
1279630,DES15X3ho       ,0,0.8027,-0.111177,-1.05191,0.001,0.0822845,1.02316,24.32,0.9993625,0.9992021
1279714,DES15X3ic       ,0,0.6994,5.25817e-05,-1.35305,0.001,0.0353396,1.2311,22.9,0.5959217,0.77636224
1280039,DES15C1ih       ,0,0.4257,-0.0236916,-0.133332,0.001,0.0404644,0.62874,22.81,0.99999714,0.9999563
1280128,DES15C1im       ,0,0.4841,-0.0321445999999999,1.13982,0.001,0.0349283,0.7923899999999999,22.2,0.9999949,0.9999983
1280217,DES15S2it       ,1,0.359,0.12232,1.71625,0.005,0.0315798,0.38442,24.58,0.9999995,0.99998987
1280762,DES15C3ki       ,0,0.6262,0.0932147,0.52783,0.001,0.0636947,0.80497,23.43,0.9999417,0.9999717
1280780,DES15C3jt       ,0,0.684,0.1255,-2.90285,0.001,0.0600208,0.56218,23.78,0.99686676,0.99679506
1280790,DES15C3kh       ,0,0.6321,0.0582098,-0.815444,0.001,0.0516803,0.58794,23.16,0.9982444,0.99904424
1280807,DES15C3km       ,0,0.739,-0.0051038,0.6371,0.001,0.0707613999999999,0.62084,23.12,0.9999914,0.9999813
1280808,DES15C3jw       ,0,0.7433,0.26282,0.32369,0.001,0.1215,1.56099,23.96,0.9552726,0.9677626
1281008,DES15C2ky       ,0,0.4139,0.18189,1.7323099999999998,0.001,0.0493867,0.8931600000000001,21.29,0.9999925,0.9996315
1281135,DES15C2lq       ,0,0.652,-0.307658,0.2137,0.001,0.032195,0.22838,22.81,0.9999988,0.9999918
1281378,DES15E1mn       ,0,0.5909,0.0750438,-1.1513799999999998,0.001,0.0769495,1.2679,23.84,0.997698,0.99241245
1281585,DES15E2asc      ,0,0.5527,-0.0138331,-0.1761349999999999,0.001,0.0525965,1.02331,22.29,0.9999751,0.99994767
1281601,DES15E2nf       ,0,0.5497,0.0294663,1.98147,0.001,0.0576391999999999,1.1202,22.16,0.9999734,0.9998832
1281668,DES15E2nk       ,1,0.307,-0.0751844,0.0310414,0.001,0.0284988,0.2106,21.64,1.0,1.0
1281671,DES15E2oc       ,0,0.8144,0.0227968,1.18828,0.001,0.0970013,1.4690299999999998,23.1,0.928689,0.944012
1281691,DES15E2nv       ,0,0.5782,0.11665,0.6120899999999999,0.001,0.0527799999999999,0.8307899999999999,23.59,0.9999777,0.9998913
1281719,DES15E2np       ,0,0.7908,-0.28043,-0.4798949999999999,0.001,0.0861771,1.15555,22.61,0.99994147,0.99996555
1281879,DES15S2oa       ,0,0.5055,0.10181,0.94109,0.001,0.0557824,0.75559,21.76,0.9999683,0.99998456
1281886,DES15S2og       ,1,0.3839,-0.0322749,0.99401,0.001,0.0355870999999999,0.35922,22.98,1.0,1.0
1282018,DES15S2nz       ,0,0.4238,-0.0970606,-0.261819,0.001,0.0551446,0.57011,20.83,0.99999833,0.9996883
1282112,DES15X1os       ,0,0.4515,0.0792843,1.0487,0.001,0.0492368,0.8553700000000001,23.39,0.9997805,0.9992916
1282114,DES15X1ol       ,0,0.2178,0.12922,-0.72952,0.001,0.0497779999999999,0.40273,20.15,0.9999999,0.9999913
1282360,DES15X1pf       ,0,0.6715,0.16808,0.92248,0.001,0.0805641,1.2102700000000002,23.65,0.5329735,0.7981473
1282463,DES15S1pa       ,0,0.6469,0.047416,0.46731,0.001,0.0543561,0.75948,22.18,0.97460663,0.9659486
1282485,DES15S1pi       ,0,0.7051,-0.0574390999999999,-0.52859,0.001,0.11732,1.7482400000000002,23.37,0.9995851,0.999576
1282659,DES15X2asl      ,0,0.3264,0.14843,0.2505699999999999,0.001,0.0427267,0.41205,23.91,0.18775904,0.6057318
1282736,DES15X2asp      ,1,0.378,0.13616,-0.213253,0.001,0.0380705999999999,0.36733,21.36,0.9999999,0.99999887
1282757,DES15X2asq      ,1,0.2791,-0.0711401999999999,2.60174,0.001,0.0272264999999999,0.18458,20.9,1.0,0.9999873
1282808,DES15X2asu      ,0,0.5887,-0.1249369999999999,1.73163,0.001,0.0429171,0.7878,21.88,0.9999987,0.9999983
1282966,DES15C3qh       ,0,0.5801,-0.025998,0.43621,0.001,0.0322828,0.27819,22.68,1.0,1.0
1283272,DES15C1rn       ,0,0.3835,0.12562,-0.831944,0.001,0.0530348,0.61056,21.3,0.9999958,0.9977859
1283289,DES15C1rj       ,0,0.3344,0.3014199999999999,-0.331021,0.001,0.056123,0.84055,21.13,0.7745818,0.8525874
1283373,DES15C1atm      ,1,0.2075,-0.0194729999999999,-1.40503,0.001,0.0314462,0.18039,20.27,1.0,0.99999964
1283438,DES15C1ato      ,0,0.6668,-0.020831,0.84606,0.001,0.0628139,1.04643,22.66,0.99904877,0.9812374
1283855,DES15E1sg       ,0,0.5654,-0.121428,-0.8985639999999999,0.001,0.0471223,0.58983,22.01,0.9999999,0.99999964
1283936,DES15E2so       ,1,0.3686,0.18943,-0.272189,0.001,0.0436653,0.43259,22.45,0.9998715,0.9989254
1284587,DES15C2aty      ,1,0.1482,0.33508,-0.6492760000000001,0.001,0.0321865,0.17865,19.29,0.9999999,0.99999964
1284601,DES15C2tg       ,0,0.4051,-0.0287134,0.70936,0.001,0.0322466999999999,0.35882,21.55,1.0,1.0
