# Moller et al. 2022 
# SNe Ia selected with SuperNNova using host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology 
# No HQ nor JLA cuts 
# Columns are: SNID=id zHD=redshift IAUC=naming SuperNNova probabilities= all_class0_S_0, average_probability_set_0 
#              SALT2 fit= c,x1,zHDERR,cERR,x1ERR 
SNID,IAUC,SNTYPE,zHD,c,x1,zHDERR,cERR,x1ERR,HOSTGAL_MAG_r,all_class0_S_0,average_probability_set_0
1905244,DES17X3eom      ,0,0.3618,0.0315890999999999,-1.04869,0.001,0.0330125999999999,0.32826,21.29,0.9999999,0.9999984
1908380,DES17E2evw      ,0,0.4367,0.0606641,-1.74833,0.001,0.0532987,0.58058,20.93,0.99250245,0.9976268
1909375,DES17C3evg      ,1,0.3375,-0.0530081,0.43051,0.001,0.023757,0.12163,21.48,1.0,1.0
1912110,DES17E2fmx      ,0,0.5376,0.0336341,1.45814,0.001,0.0359129,0.54202,21.84,0.9999995,0.9999995
1913090,DES17E1fmy      ,1,0.1493,0.37792,0.94222,0.001,0.0284632999999999,0.19032,19.15,0.99998736,0.99999297
1913214,DES17X2fql      ,1,0.3161,-0.0914709,-1.82991,0.001,0.0313853,0.20858,20.8,1.0,1.0
1915067,DES17E2fkj      ,0,0.457,0.12499,0.90645,0.001,0.0400082,0.5855,21.32,0.9999999,0.9999994
1915087,DES17E2fmz      ,0,0.561,-0.0828313,-2.23738,0.001,0.11183,0.0518918,22.44,0.9999982,0.9999868
1915184,DES17X3fna      ,0,0.5246,0.0326649,0.9917,0.001,0.0313104,0.41294,21.98,1.0,1.0
1915237,DES17C2fnw      ,1,0.1596,-0.056738,-0.580393,0.005,0.0247145,0.0576725,26.48,1.0,0.9999998
1916124,DES17X1fqs      ,0,0.4307,0.14824,1.227,0.001,0.0367148,0.45563,21.67,0.9999999,0.99999905
1916193,DES17X3fnx      ,0,0.6254,0.0490685,0.0373292,0.001,0.0472397,0.4897,23.93,0.027972203,0.751212
1916207,DES17S2fqt      ,0,0.4084,-0.0197431,0.13764,0.001,0.0306841,0.32539,22.36,1.0,1.0
1918076,DES17X3fwb      ,0,0.3697,0.16451,-0.217232,0.001,0.0412548,0.46341,21.57,0.9999999,0.9958833
1919042,DES17E2fnk      ,0,0.3481,0.0542739,0.49853,0.001,0.0287679,0.3032,21.55,1.0,0.9999994
1920362,DES17C2gja      ,0,0.3984,0.0158747,-0.489364,0.001,0.0313275,0.32532,21.39,1.0,0.99999964
1920365,DES17C2gjd      ,1,0.3696,-0.0287632,0.15865,0.001,0.0250075,0.19116,20.95,1.0,1.0
1920457,DES17S1gbg      ,0,0.6558,-0.166271,-1.2224700000000002,0.0001,0.0570159,0.6352800000000001,21.7,0.9999993,0.99999845
1921033,DES17S2gcn      ,0,0.2371,-0.00905801,0.5664899999999999,0.001,0.0259118,0.20951,22.9,1.0,1.0
1921361,DES17C2gjg      ,1,0.3446,-0.0764946,1.26749,0.001,0.0242090999999999,0.18061,24.05,1.0,1.0
1922067,DES17X1gcm      ,1,0.1977,-0.0338402,1.57082,0.001,0.0258529999999999,0.15916,22.08,1.0,0.9999998
1922297,DES17E2gjj      ,1,0.4323,-0.0193271,0.0433539,0.001,0.0321877,0.30828,21.77,0.9999999,0.9999995
1922405,DES17C2fzh      ,0,0.5162,0.00383939,0.5686899999999999,0.001,0.0374151999999999,0.40439,22.54,1.0,0.9999999
1923018,DES17S2fti      ,0,0.7692,-0.0451426,1.7276200000000002,0.001,0.0791687,0.82268,23.83,0.9995497,0.9965135
1923050,DES17S1gcd      ,0,0.3571,0.0278510999999999,0.56745,0.001,0.0289154999999999,0.3012,22.84,1.0,1.0
1923060,DES17X1gep      ,1,0.3825,0.0204624,0.48536,0.001,0.026023,0.29236,20.94,1.0,0.9999999
1923415,DES17S1gmk      ,0,0.3616,0.0939503,-0.38042,0.001,0.0353478,0.43316,22.63,0.9999877,0.9999018
1924070,DES17X1gnh      ,0,0.641,0.1309,-3.12023,0.001,0.0855516,1.10942,22.3,0.98527306,0.97413
1924089,DES17X2gem      ,0,0.463,-0.0104537,0.34278,0.001,0.0314164,0.36911,22.34,0.9999999,0.9999999
1924103,DES17X2gpf      ,0,0.4638,0.0211997999999999,0.0861479,0.001,0.0379843,0.4851899999999999,21.24,0.99999976,0.9999994
1924143,DES17S2gph      ,0,0.7716,-0.0848993,0.91108,0.001,0.1076299999999999,1.17186,22.98,0.9998791,0.99943686
1924188,DES17C3gxp      ,0,1.0414,-0.0858303,-0.692053,0.001,0.062386,0.7854300000000001,23.54,0.997532,0.9943223
1925122,DES17S2gpk      ,0,0.3827,0.0659398,-0.4799779999999999,0.001,0.0409181,0.60372,22.06,0.98794425,0.9827589
1927227,DES17E1glc      ,0,0.4492,0.26158,0.34633,0.001,0.24536,1.89683,22.94,0.789343,0.8374116
1927242,DES17E2gsy      ,1,0.2458,-0.0694646,-3.30596,0.001,0.0428359,0.2505699999999999,20.17,0.9999999,0.9999382
1927254,DES17C2gku      ,0,0.5809,0.00507084,-0.1971089999999999,0.001,0.0622197,0.73356,22.34,0.9999908,0.99999315
1928157,DES17X2gnr      ,0,0.5438,-0.0316202,-0.6658810000000001,0.001,0.0355948,0.38856,21.69,0.99999964,0.9999998
1929022,DES17C1glq      ,0,0.7536,-0.0864219,0.44271,0.001,0.0924779,0.8993200000000001,22.54,0.9999647,0.9999415
1929024,DES17C1gye      ,1,0.3156,0.0693343,0.28944,0.001,0.0291781999999999,0.23014,21.77,1.0,1.0
1929063,DES17E1hpr      ,0,0.2221,0.20513,-0.229372,0.001,0.0334653,0.31458,21.4,1.0,0.9999992
1929203,DES17X1goi      ,0,0.8304,0.21345,2.06302,0.001,0.11152,1.23411,22.86,0.9937237,0.9929007
1929216,DES17X1hcy      ,1,0.3358,0.0938397,1.1126,0.001,0.0357839999999999,0.48026,21.25,1.0,1.0
1931019,DES17X3gmv      ,0,0.8951,-0.0607111,-0.581965,0.001,0.0841669999999999,0.76295,23.31,0.99606496,0.99349296
1933020,DES17E1hpu      ,0,0.4589,0.1278099999999999,-1.50517,0.001,0.0630969,0.67048,23.0,0.9987801,0.9996642
1933168,DES17C1hpx      ,0,0.435,-0.11137,-0.870157,0.001,0.0304971,0.26808,20.76,0.9999999,0.9999999
1933196,DES17C2hpv      ,0,0.7501,-0.132264,-0.984269,0.001,0.0689596,0.65775,23.22,0.99990714,0.9999385
1933258,DES17S1hio      ,0,0.6897,-0.103788,-2.19552,0.001,0.055048,0.8355799999999999,22.62,0.99999034,0.999982
1934253,DES17C3gzu      ,101,0.5374,0.0030145,-0.0568047,0.005,0.0262437999999999,0.1978099999999999,24.5,1.0,1.0
1935040,DES17E1hqe      ,0,0.4768,0.092321,-0.543129,0.001,0.0726116,1.05393,21.47,0.9999889,0.9999779
1935137,DES17C2idx      ,0,0.8139,-0.00513701,-0.798392,0.001,0.10496,1.1656,23.64,0.9996371,0.9982031
1935142,DES17C2hqh      ,0,0.8506,-0.138076,1.0627,0.001,0.0827539,1.09884,23.47,0.9999244,0.9989215
1935314,DES17X3htc      ,0,0.999,0.21106,-0.858324,0.001,0.12784,1.0962,24.54,0.7284992,0.5427137
1936171,DES17C2hqm      ,0,0.4734,0.1718299999999999,-0.790972,0.001,0.0483841,0.63326,20.87,0.9967248,0.9987157
1936175,DES17C2hql      ,0,0.9301,-0.0541563999999999,0.23329,0.001,0.0814605,1.00788,23.54,0.9993018,0.9997007
1936215,DES17S1hjh      ,0,0.6101,-0.14612,0.12236,0.001,0.040216,0.62311,23.96,0.99999964,0.99998695
1936293,DES17C3hqp      ,0,0.8317,-0.0852226,-1.15151,0.001,0.0788026999999999,0.8655700000000001,23.77,0.983969,0.99678504
1942106,DES17C2ied      ,0,0.5658,0.0717775,1.0726,0.001,0.0451436999999999,0.89579,21.48,0.9999949,0.9999695
1943111,DES17C3hxh      ,0,0.3156,0.0172979,-0.8296049999999999,0.001,0.027082,0.24747,19.94,1.0,1.0
1945104,DES17C3hsk      ,0,0.7042,0.18678,0.37649,0.001,0.0468471,0.40724,23.15,0.99948126,0.82336485
1945116,DES17C2iej      ,0,0.5447,-0.0217595,0.12162,0.001,0.0353406999999999,0.49426,22.05,0.9999604,0.99998987
1946246,DES17C3iuu      ,0,0.839,0.17783,0.2055,0.001,0.0887562,0.96569,23.64,0.79665303,0.9231207
1946322,DES17C2ifa      ,0,0.5904,-0.00119229,0.5877100000000001,0.001,0.0372375,0.64558,21.79,0.99999857,0.9999973
1946352,DES17C2iuz      ,0,0.7846,-0.0236652,0.44775,0.001,0.0767832,0.81133,23.15,0.9973986,0.98756063
1948204,DES17C3ihx      ,1,0.1495,-0.0329375,0.8523,0.005,0.0255632999999999,0.10599,26.32,0.99999857,0.9999921
1948295,DES17C2ifs      ,0,0.7832,-0.175755,-0.627672,0.001,0.0767756,0.6753600000000001,23.59,0.9996973,0.99988824
1948302,DES17C2ivl      ,0,0.8456,-0.0643286,0.89486,0.001,0.0914796,1.13152,22.9,0.99942183,0.99831945
1950024,DES17C3ivv      ,0,1.0192,0.0229307,-1.15683,0.001,0.0801262,0.83067,24.78,0.8689571,0.89103186
1950043,DES17C1ify      ,0,0.6883,-0.134848,0.86467,0.001,0.0487755999999999,0.60998,23.47,0.9999881,0.99999523
1950131,DES17C2iwh      ,0,0.6942,0.0330991999999999,-1.12973,0.001,0.0958671,1.32938,24.28,0.7383336,0.7254612
1956190,DES17C2jjb      ,0,0.3837,0.0021654,-0.679221,0.001,0.0334021,0.2947,22.17,0.9999993,0.99999887
1959025,DES17C2izg      ,0,0.6114,-0.0112424,-1.9533,0.001,0.0706353,0.63555,22.12,0.99983966,0.9990495
1960031,DES17C2izs      ,0,0.5656,0.10774,0.94211,0.001,0.0737926,0.89305,22.19,0.9999641,0.9999629
1289913,DES14E1hk       ,0,0.385,-0.0289913999999999,0.4452899999999999,0.001,0.0284137,0.30968,23.1,0.9999999,0.9999998
1290007,DES14C3ns       ,0,0.4311,0.0674612,-0.691241,0.001,0.0365135,0.54524,21.93,0.9999987,0.9999936
1290043,DES14C3aat      ,0,0.7345,-0.0861281999999999,0.5059,0.001,0.0697845,0.5181600000000001,22.93,0.9999995,0.9999994
1290061,DES14C3eax      ,0,0.782,0.000675453,-0.415802,0.001,0.0823636,1.40659,23.81,0.99975854,0.9998339
1290079,DES14E1id       ,0,0.5698,0.13102,0.15204,0.001,0.0795956,1.16821,22.19,0.99965954,0.99841565
1290098,DES14C3aas      ,0,0.884,-0.0953127,1.20133,0.001,0.0747723999999999,1.17127,23.45,0.9988312,0.99795914
1290176,DES14C3aan      ,0,0.7957,0.2079599999999999,0.59073,0.001,0.10206,1.11519,23.72,0.9836752,0.9684497
1290191,DES14C3pd       ,0,0.5951,-0.0279484,0.26789,0.001,0.0376313,0.63595,24.03,0.99991834,0.99968785
1290323,DES14C3no       ,0,0.5991,0.0645715,0.64015,0.001,0.0453101999999999,0.47431,21.69,0.9999708,0.9998735
1290332,DES14C3nf       ,0,0.5692,-0.00334416,-1.63664,0.001,0.0442204,0.72529,22.91,0.9999919,0.9999908
1290394,DES14E1ic       ,0,0.5717,-0.0419128,0.31358,0.001,0.0603596999999999,1.21155,21.76,0.9994424,0.99858916
1290568,DES14C3nj       ,1,0.4495,0.0957755,0.57102,0.01,0.0368036,0.30341,25.36,0.9999479,0.99470156
1290713,DES14E1ie       ,0,0.5508,0.0267396999999999,1.53284,0.001,0.0608431,1.0189700000000002,22.42,0.999426,0.9997031
1290779,DES14C1eu       ,1,0.3895,-0.00260739,-0.878757,0.01,0.0440039,0.42431,21.54,0.9999962,0.9999815
1290812,DES14C1gc       ,0,0.635,0.19372,-0.29272,0.001,0.079843,1.44923,22.99,0.3786176,0.5669477
1290816,DES14C1es       ,1,0.2185,0.0434742,1.48173,0.001,0.0271259,0.22715,22.96,1.0,0.9999999
1290916,DES14C1gj       ,0,0.8369,-0.209332,-0.904852,0.001,0.094937,1.26525,23.67,0.9972146,0.99541473
1290995,DES14C1gi       ,0,0.5435,0.00245711,0.88754,0.001,0.0372844,0.40279,22.04,0.9999927,0.9999908
1291080,DES14X2dl       ,1,0.4438,0.0320242,-1.17275,0.005,0.0503847,0.74316,24.88,0.99928313,0.99798155
1291090,DES14E2u        ,1,0.292,-0.0460057,1.22898,0.001,0.0299227,0.18333,21.79,1.0,1.0
1291121,DES14E2f        ,0,0.3477,0.0261807,2.01012,0.001,0.0277895999999999,0.33252,21.07,0.99999976,0.9910224
1291143,DES14X2cu       ,0,0.4782,-0.0829071,-0.632731,0.001,0.0408106,0.7063,21.64,0.99996006,0.9999057
1291155,DES14X2dg       ,0,0.5109,-0.163415,1.01396,0.001,0.0328465,0.47128,21.97,0.99999535,0.99998045
1291159,DES14X2su       ,0,0.5398,-0.0657021,-1.23001,0.001,0.0476251999999999,0.8282200000000001,21.94,0.99998224,0.99986935
1291217,DES14E2by       ,0,0.9009,0.18125,3.99923,0.001,0.11578,1.92284,23.87,0.8164903,0.8797557
1291242,DES14X2db       ,0,0.2791,0.10951,-0.148728,0.001,0.0411896999999999,0.40009,21.02,1.0,0.9999995
1291254,DES14E2ad       ,0,0.3502,0.22862,-0.0524384,0.001,0.0472785,0.37619,21.86,0.99999964,0.9999962
1291346,DES14X2eg       ,0,0.2977,-0.00153253,0.15433,0.001,0.0295769,0.24952,21.15,0.99999976,0.9999992
1291436,DES14E1li       ,0,0.8194,-0.039687,-0.59939,0.001,0.1137099999999999,0.94591,23.52,0.99780434,0.99771726
1291520,DES14E2xrv      ,0,0.661,0.32105,-3.3038300000000005,0.001,0.1098,1.20253,22.98,0.94397676,0.95643616
1291733,DES14E2cf       ,0,0.5478,-0.155227,0.4410199999999999,0.001,0.0326856,0.40596,23.45,0.99144614,0.9264766
1291783,DES14E2il       ,0,0.3985,-0.0272843,-0.808941,0.001,0.0478785,0.38623,21.65,0.9999999,0.99999887
1291842,DES14C2xy       ,0,0.5576,0.20559,1.86784,0.001,0.0650713,0.87856,22.67,0.99993825,0.999877
1291957,DES14E1tb       ,1,0.3714,0.00359158,0.67957,0.001,0.0330875,0.2635699999999999,25.77,1.0,1.0
1292003,DES14S1wz       ,0,0.4179,-0.0671624,-0.4706909999999999,0.001,0.0565433999999999,0.8909799999999999,21.02,0.99999595,0.99995756
1292033,DES14S1xb       ,0,0.3247,0.00862614,-0.277532,0.001,0.0362507,0.35533,23.22,0.9999999,0.9999981
1292101,DES14S1xd       ,0,0.5024,-0.226215,-0.0157473,0.001,0.0349882,0.53475,23.33,0.9999951,0.9999815
1292199,DES14S1ya       ,0,0.4878,-0.0394145,-0.0714178999999999,0.001,0.0535709,0.7932899999999999,22.01,0.9994678,0.99853975
1292227,DES14S2rf       ,0,0.2919,0.0496274,-1.14389,0.001,0.0421267,0.30196,21.52,0.9999999,0.9999994
1292332,DES14S2qf       ,101,0.2726,-0.0887323999999999,0.29632,0.001,0.0308,0.19687,21.09,0.9999999,0.9999992
1292336,DES14S2qb       ,1,0.2336,0.047211,-0.378535,0.001,0.0305300999999999,0.18592,22.66,1.0,0.99997604
1292418,DES14S2wp       ,0,0.5897,0.0746043,0.22654,0.001,0.0811326,1.22583,22.45,0.9800377,0.9837259
1292560,DES14X1qn       ,1,0.2248,-0.099768,0.28611,0.001,0.0260411,0.10757,22.92,1.0,0.9999998
1292650,DES14X1xq       ,0,0.4904,0.19721,0.0685224,0.001,0.0749791,0.8760700000000001,23.38,0.61623144,0.75741494
1292823,DES14X3yd       ,0,0.3456,-0.0211227999999999,0.24248,0.001,0.0268721,0.18178,23.47,1.0,1.0
1292997,DES14X3zky      ,0,0.4145,0.1331,-0.631375,0.001,0.0647187999999999,0.76971,20.99,0.9999689,0.99994886
1293006,DES14X1bnj      ,0,0.5043,-0.0161305,0.6200399999999999,0.0001,0.0680222,1.0101,21.01,0.99999654,0.9999895
1293028,DES14X3yv       ,0,0.7537,0.0119941,-1.19344,0.001,0.12813,0.917,22.92,0.9998429,0.9990016
1293046,DES14X3zt       ,0,0.607,0.0279075,-0.899883,0.001,0.0775508999999999,0.7137600000000001,23.01,0.99999416,0.99994314
1293319,DES14X2ags      ,1,0.2969,0.0284012999999999,1.92811,0.0005,0.0303770999999999,0.26035,22.75,1.0,1.0
1293366,DES14X2vh       ,0,0.3204,-0.0728933,0.31569,0.001,0.0509383,0.4749899999999999,20.1,0.99999666,0.99999636
1293465,DES14X2agu      ,0,0.498,0.15991,-0.750266,0.001,0.0416883,0.77651,21.69,0.9452476,0.9030779
1293758,DES14E1anf      ,1,0.1481,-0.00571463,-1.34604,0.001,0.0256003,0.0647645,18.6,1.0,1.0
1293786,DES14C3anu      ,0,0.8635,-0.0351183,-0.6786,0.001,0.13227,0.94352,23.93,0.99854004,0.99835384
1293789,DES14C3aar      ,0,0.429,-0.2357,0.29829,0.001,0.043475,0.46088,20.94,0.9999995,0.99999905
1293832,DES14C3aoe      ,0,0.8133,-0.0201792,1.6983,0.001,0.0536324,0.499,22.24,0.99998593,0.9997877
1293921,DES14C3aob      ,0,0.5049,-0.0814836,0.96345,0.001,0.0306389,0.38899,21.59,1.0,1.0
1293951,DES14E2bcb      ,0,0.702,-0.29868,0.5505399999999999,0.001,0.0241428,0.0610365999999999,22.21,0.9999906,0.9987666
1294014,DES14S1aot      ,1,0.3627,-0.049872,1.04959,0.001,0.0343359,0.37351,22.45,0.9999999,0.99999964
1294137,DES14S1aow      ,1,0.4709,-0.112272,0.1326099999999999,0.001,0.0497619,0.56077,22.54,0.9999312,0.99998313
1294340,DES14S2bck      ,0,0.3609,-0.0473494,-0.547146,0.001,0.0359034,0.32575,20.98,1.0,1.0
1294341,DES14S2anv      ,0,0.368,0.0745176,1.15125,0.001,0.0407946,0.467,20.83,0.99999964,0.99999905
1294351,DES14S2aoi      ,0,0.3383,-0.056504,0.2721699999999999,0.001,0.0323788,0.3024,22.11,1.0,0.9999999
1294743,DES14X3aeb      ,1,0.3126,0.29856,0.0558674999999999,0.001,0.0408004,0.42878,20.93,1.0,0.99997985
1294806,DES14C2ahd      ,0,0.5254,-0.0227075,1.54082,0.001,0.0349501999999999,0.49412,24.32,0.9999999,0.9999999
1294820,DES14C1ahv      ,0,0.6835,0.27899,-0.345224,0.001,0.10945,1.19718,23.67,0.9900856,0.99130285
1294830,DES14C2ahh      ,0,0.6764,-0.0795585,-1.41185,0.001,0.0748962,0.98653,23.03,0.991228,0.99280167
1294907,DES14C2apo      ,0,0.6201,0.0441933,1.61853,0.001,0.0556036999999999,0.91745,24.53,0.99003637,0.99041194
1294971,DES14C2apl      ,0,0.5882,-0.174249,-0.604162,0.001,0.0544101,0.64812,23.03,0.9999832,0.99996245
1295024,DES14X2api      ,0,0.3339,0.19504,0.11294,0.001,0.0513065,0.48908,21.38,0.9999765,0.999994
1295027,DES14X2aph      ,101,0.4256,-0.0286920999999999,-0.164647,0.001,0.0397202,0.38394,22.29,1.0,1.0
1295062,DES14X2agt      ,0,0.2184,-0.0605018,1.10179,0.001,0.0832757,0.43864,21.75,0.999966,0.9996775
1295249,DES14C1bea      ,0,0.5327,0.0366259,-0.25566,0.001,0.0476393,0.6227,22.22,0.99996305,0.99997646
1295256,DES14C1bdv      ,1,0.4425,-0.0617516999999999,-0.171493,0.007,0.0284882999999999,0.29631,25.49,1.0,0.9999999
1295285,DES14X3ajy      ,0,0.5251,-0.0407661999999999,0.78208,0.001,0.0271625,0.30315,22.88,1.0,1.0
1295291,DES14X3ass      ,0,0.8621,0.1249,-0.6888,0.001,0.1478799999999999,0.8562200000000001,24.16,0.99867874,0.99725735
1295305,DES14X3ajv      ,1,0.6117,-0.0873713999999999,0.20553,0.006,0.0324594,0.34658,25.23,0.9999999,0.9999999
1295315,DES14C1bdx      ,0,0.3489,-0.00761719,0.9054,0.001,0.0288651999999999,0.27026,20.74,1.0,0.9999999
1295317,DES14X3aje      ,0,0.8461,0.2164699999999999,0.14977,0.001,0.15098,1.01805,23.32,0.99846953,0.99181473
1295463,DES14C2bfh      ,0,0.5631,-0.0782529,0.61306,0.001,0.0316118,0.34853,24.14,0.99999917,0.99999857
1295475,DES14C3aon      ,0,0.7644,-0.1152869999999999,-1.20854,0.001,0.0595756,0.46774,22.76,0.999982,0.9999552
1295509,DES14C3ary      ,0,0.6836,0.0394621,-0.2277989999999999,0.001,0.0411685,0.3952699999999999,22.78,0.99999774,0.9999975
1295527,DES14C3bej      ,0,0.8849,0.0542116,0.30005,0.001,0.088155,0.87095,22.86,0.99982613,0.9982128
1295592,DES14C3aoo      ,0,0.3563,0.0361885,-0.55455,0.001,0.0319521,0.3679,20.52,0.9999999,0.9998142
1295627,DES14E1bdi      ,0,0.277,0.3396099999999999,0.020692,0.001,0.0532716,0.64844,20.52,0.99998355,0.99993885
1295685,DES14E1bdm      ,0,0.5593,-0.0700013,-2.15903,0.001,0.00758297,0.0753686,22.51,0.9999995,0.99999887
1295686,DES14E1bdl      ,0,0.9035,-0.100011,0.1459599999999999,0.001,0.0200248,0.8990299999999999,23.71,0.99998164,0.9998843
1295794,DES14C3ckq      ,0,0.671,0.20394,-1.66644,0.001,0.0695235,0.66984,22.19,0.9962178,0.9916976
1295800,DES14C3bfa      ,0,0.7486,0.29358,-0.445206,0.001,0.12879,0.86265,23.9,0.9725997,0.96092004
1295921,DES14S1aoz      ,1,0.5239,0.0517379,0.93314,0.007,0.0613436,0.93262,24.91,0.9998895,0.9994542
1296161,DES14X3ate      ,0,0.8624,0.00947697,1.7246099999999998,0.001,0.0819552,0.94209,23.69,0.9999329,0.9998234
1296321,DES14S2bnq      ,1,0.1844,0.0972161999999999,0.10974,0.001,0.0271685,0.1464,21.59,1.0,0.9999998
1296510,DES14X1cbz      ,0,0.6445,0.0355478,-1.51502,0.001,0.10167,1.13103,22.89,0.9949032,0.9927785
1296657,DES14X2bnz      ,1,0.1461,0.042441,1.07886,0.001,0.0272895999999999,0.15152,19.97,1.0,1.0
1296671,DES14X2boc      ,0,0.6485,-0.074804,-0.272409,0.001,0.0660258,0.84085,22.77,0.999757,0.99962914
1296793,DES14X2boh      ,0,0.6439,0.0628026,-1.6688,0.001,0.0879467,0.91262,23.58,0.99968624,0.9996827
1296802,DES14X3ata      ,0,0.7439,0.1406099999999999,-1.16847,0.001,0.0951725,0.98136,22.91,0.9998048,0.9285528
1296861,DES14X3awa      ,0,0.9626,-0.182695,-1.21344,0.001,0.12712,1.21212,23.37,0.99996173,0.99991244
1296864,DES14X2bnv      ,0,0.7117,-0.0349583,1.63118,0.001,0.0724086999999999,1.12996,22.91,0.9984225,0.9905133
1296895,DES14X3cgf      ,0,0.5641,0.35907,-0.792374,0.001,0.0599818,0.6290399999999999,23.89,0.93370706,0.72590435
1296919,DES14X3avt      ,0,0.677,0.00776273,-1.14757,0.001,0.0492555,0.54886,23.89,0.99999285,0.9998174
1297026,DES14X3amb      ,1,0.2585,-0.150809,-1.02821,0.001,0.0412904,0.2630699999999999,20.38,0.99999976,0.9999981
1297061,DES14C1cov      ,0,0.5339,0.0233613,-0.345417,0.001,0.0539001999999999,0.8547399999999999,23.22,0.9967385,0.9767374
1297063,DES14C1cow      ,0,0.4352,0.0695057999999999,0.0697721999999999,0.001,0.0396716,0.49566,21.58,0.9999999,0.99999934
1297064,DES14C1ben      ,0,0.6536,-0.0794449,-0.6659069999999999,0.001,0.0547216,0.7264,22.64,0.99802566,0.9989851
1297070,DES14C3cki      ,0,0.7307,0.0476093,-1.08979,0.001,0.0574313999999999,0.4548,23.05,0.9979007,0.9976829
1297090,DES14C1cyw      ,0,0.6059,0.11117,0.048759,0.001,0.0571619,0.71312,22.25,0.99998295,0.99997747
1297157,DES14C1cqo      ,0,0.5489,-0.000802842,0.95924,0.001,0.0396613,0.61774,21.6,0.9999999,0.9999999
1297288,DES14C2cts      ,0,0.4362,0.39176,-0.0384618,0.001,0.0773237,0.80324,21.41,0.99997926,0.99997157
1297318,DES14C2ctt      ,0,0.3348,0.2388699999999999,0.16111,0.001,0.0476648,0.43231,20.91,0.9999999,0.9999995
1297353,DES14C2cqv      ,0,0.544,0.00085637,1.12025,0.001,0.0327316,0.4116,23.46,0.9999999,0.9999999
1297377,DES14C3dyx      ,0,0.6098,-0.000962338,-1.43011,0.001,0.0389857,0.3574699999999999,22.67,0.99999547,0.99998915
1297427,DES14C2cpb      ,0,0.8081,-0.0289312,0.54425,0.001,0.10315,1.23449,22.11,0.99622464,0.98313284
1297465,DES14C3cwp      ,1,0.2778,0.042326,1.27242,0.001,0.0267949,0.14046,21.66,1.0,1.0
1297490,DES14C3dzu      ,0,0.7365,0.0642574,-1.67468,0.001,0.0647094,0.53186,23.32,0.999984,0.9999315
1297501,DES14C3cxt      ,1,0.2149,0.10199,1.02762,0.001,0.0255273,0.10553,21.84,0.99999976,0.9999836
1297532,DES14C3bfb      ,0,0.8646,-0.187394,-3.96623,0.001,0.0808223999999999,0.7059,22.83,0.9999789,0.99999064
1297537,DES14C3bjv      ,0,1.0357,0.00648458,-0.716275,0.001,0.10792,1.1083,23.74,0.99947554,0.9992777
1297580,DES14C3cve      ,0,0.6356,-0.0288704,-2.0832900000000003,0.001,0.0434416,0.44083,22.99,0.9999908,0.99999344
1297623,DES14E1bgh      ,0,0.6684,0.1115,1.32283,0.001,0.0820001,1.31692,22.75,0.99996936,0.999961
1297645,DES14E1bpm      ,0,0.8311,0.0723385,0.73233,0.001,0.0979211,1.0969799999999998,22.41,0.9994449,0.99931604
1297742,DES14E1bqd      ,0,0.4626,-0.0744859,0.8607600000000001,0.001,0.0327254,0.3700699999999999,21.35,1.0,0.9999998
1297772,DES14E1bpe      ,0,0.6076,0.0524893,0.6140100000000001,0.001,0.0638089,0.97974,22.99,0.9764366,0.953553
1297927,DES14E2dhv      ,0,0.2851,-0.0336456,0.047594,0.001,0.0281336999999999,0.15231,22.15,1.0,1.0
1298079,DES14S1dai      ,0,0.2605,0.0723659,0.26648,0.0,0.0323364,0.30612,19.27,1.0,0.99999875
1298098,DES14S1btt      ,0,0.6258,-0.0611645,-1.81373,0.001,0.0625311,0.68192,22.36,0.9984072,0.9285499
1298242,DES14S2dcw      ,0,0.6824,-0.145539,-0.273013,0.001,0.0592559,0.81309,23.02,0.9999292,0.9999301
1298266,DES14S2dbl      ,0,0.4893,0.11798,-1.01775,0.001,0.0574113,0.68777,22.73,0.9996711,0.99750787
1298281,DES14S2dbi      ,1,0.2351,0.0725281,-1.61842,0.003,0.0299404,0.18571,22.81,1.0,0.9999979
1298313,DES14S2dcv      ,0,0.5846,-0.0145067999999999,1.28913,0.001,0.0711525,1.21929,23.22,0.9999398,0.99994165
1298369,DES14X1brp      ,0,0.4779,-0.112298,1.19364,0.001,0.033356,0.45946,25.67,0.99998367,0.99984884
1298375,DES14X1brq      ,0,0.345,0.24168,-0.0507845,0.001,0.0438381,0.42503,21.49,0.9999964,0.88789475
1298389,DES14S2btu      ,0,0.8058,0.010523,2.3786400000000003,0.001,0.10003,1.13474,24.14,0.99933964,0.9991201
1298599,DES14X2bti      ,0,0.567,-0.0373369,0.80994,0.0002,0.0652881999999999,1.07692,22.1,0.99978167,0.9997326
1298893,DES14X2eei      ,1,0.1973,0.0111644999999999,-2.52164,0.001,0.0381753,0.22491,19.68,1.0,0.99999905
1298947,DES14X2bxh      ,0,0.6444,0.15059,0.41576,0.001,0.0859027,1.22385,22.59,0.9590499,0.9343132
1299033,DES14X2efr      ,0,0.6923,-0.148972,0.25878,0.001,0.0457497,0.5907899999999999,22.72,0.9999974,0.9999978
1299034,DES14X2fhb      ,0,0.5142,0.29168,-2.20073,0.001,0.088211,0.93597,22.11,0.9998753,0.99953425
1299090,DES14X2egt      ,0,0.683,0.0147865,-1.09675,0.001,0.0684483,0.85125,23.0,0.89759433,0.94183856
