# Moller et al. 2024 
# SNe Ia selected with SuperNNova without host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology 
# Contains HQ cuts using SNphoto z fit with SALT2 
# zHD, c, x1 are derived simultanoeusly  
SNID,IAUC,SNTYPE,REDSHIFT_FINAL,REDSHIFT_FINAL_ERR,HOSTGAL_SPECZ,HOSTGAL_SPECZ_ERR,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOSTGAL_MAG_r,HOSTGAL_MAGERR_r,all_class0_S_0,zHD,zHDERR,x1,x1ERR,c,cERR,FITPROB
1933196,DES17C2hpv      ,0,0.7501,0.001,0.7507,0.001,10.56,0.02,23.22,99.0,0.9670553,0.74103,0.00782,0.38178,0.6906,-0.0707769,0.0419031,0.23984
1933258,DES17S1hio      ,0,0.6897,0.001,0.6909,0.001,10.92,0.02,22.62,99.0,0.9998605,0.5619,0.01564,-2.28725,0.36761,-0.0315391,0.0180027,0.28125
1934119,DES17C3gug      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.8373975,0.86756,0.00831,-0.167251,0.24385,-3.99175e-05,0.0110907,0.42776
1934160,DES17C2hqb      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.38,99.0,0.9959662,0.3496,0.00183,-2.29972,0.23103,-0.0656417,0.0187345,0.12801
1934253,DES17C3gzu      ,101,0.5374,0.005,-9.99,-9999.0,-999.0,-999.0,24.5,99.0,0.9999995,0.52342,0.00609,0.0531688,0.18896,0.00821421,0.0176983,0.0158437
1934353,DES17X1hdl      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.42,99.0,0.99999964,0.48455,0.00773,-0.626246,0.35015,-0.052025,0.0254504,0.21594
1935040,DES17E1hqe      ,0,0.4768,0.001,0.478,0.001,10.66,0.03,21.47,99.0,0.99563235,0.44106,0.01368,-0.504693,0.77452,0.0514769,0.0552406,0.43392
1935124,DES17C1hqg      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.29,99.0,0.9929878,0.44608,0.00902,-0.440324,0.42225,0.12936,0.0356794,0.25037
1935137,DES17C2idx      ,0,0.8139,0.001,0.8145,0.001,9.85,0.04,23.64,99.0,0.7452571,0.75414,0.01483,-0.338167,0.98718,0.0625604,0.059131,0.50525
1935142,DES17C2hqh      ,0,0.8506,0.001,0.8512,0.001,10.01,0.04,23.47,99.0,0.99898607,0.82667,0.00899,0.95385,0.88431,0.00916911,0.050946,0.45295
1935159,DES17C2hqi      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.62,99.0,0.99309534,0.45292,0.00603,-1.1525,0.46983,0.20382,0.034363,0.26012
1935216,DES17S1hix      ,0,0.6112,0.0002,0.6124,0.0002,11.18,0.05,21.78,99.0,0.76376903,0.6616,0.00466,-2.64167,0.0792308,-0.181873,0.0883921,0.86388
1935269,DES17C3ibw      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.61,99.0,0.9581836,0.86005,0.0086,-0.357073,0.59228,0.0525674,0.0355353,0.97822
1935354,DES17X2hdt      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.17,99.0,0.94427025,0.7435,0.02093,0.43113,0.85566,-0.0338397,0.0528168,0.59348
1936120,DES17X3gvn      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.5848857,0.75365,0.01028,1.66077,0.68548,0.12477,0.0447881,0.74151
1936125,DES17C3hqn      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.27,99.0,0.9993358,0.76585,0.01101,-0.890876,0.56422,-0.0258468,0.0355735,0.0458839
1936171,DES17C2hqm      ,0,0.4734,0.001,0.4739,0.001,10.93,0.02,20.87,99.0,0.98111373,0.45389,0.00747,0.55912,0.55311,0.10745,0.0368534,0.73238
1936215,DES17S1hjh      ,0,0.6101,0.001,0.6112,0.001,9.16,0.04,23.96,99.0,0.99398535,0.5868,0.00541,-0.163597,0.48315,-0.103031,0.0290402,0.74954
1936360,DES17X1hep      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.63,99.0,0.9539541,0.75673,0.004,-2.32445,0.25384,-0.169998,0.001645,0.68537
1942106,DES17C2ied      ,0,0.5658,0.001,0.5664,0.001,11.14,0.05,21.48,99.0,0.99851006,0.65842,0.01456,1.58911,0.57801,-0.0452053,0.0375241,0.56534
1943082,DES17C2ief      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.3,99.0,0.97485435,0.63591,0.02734,-0.644985,0.45924,-0.00195734,0.0447508,0.36815
1943111,DES17C3hxh      ,0,0.3156,0.001,0.3162,0.001,11.31,0.01,19.94,99.0,0.9999995,0.31718,0.00298,-0.62038,0.23075,0.0176477,0.0181288,0.60335
1944079,DES17C1ieh      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.08,99.0,0.8416546,0.50213,0.01993,1.10877,0.30639,-0.0685974,0.0387589,0.27983
1945101,DES17C3hsl      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.19,99.0,0.99612135,0.73674,0.00576,0.29604,0.34136,-0.0173104,0.021643,0.17334
1945116,DES17C2iej      ,0,0.5447,0.001,0.5452,0.001,10.39,0.01,22.05,99.0,0.99996376,0.59635,0.00688,0.43626,0.4029,-0.0773817,0.0256963,0.74797
1945169,DES17X3hul      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.18,99.0,0.9975656,0.57877,0.00443,-1.7827,0.30206,-0.0638428,0.0206013,0.94298
1946125,DES17X2hxx      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.68,99.0,0.88866055,0.61054,0.00685,-1.39836,0.89705,0.16692,0.0535054,0.46919
1946246,DES17C3iuu      ,0,0.839,0.001,0.8397,0.001,9.9,0.03,23.64,99.0,0.87541497,0.85488,0.01796,0.71636,0.94327,0.0753193,0.0564353,0.74155
1946260,DES17C1iuw      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.24,99.0,0.9875207,0.53707,0.00499,-0.632282,0.43296,-0.0984795,0.027264,0.81608
1946322,DES17C2ifa      ,0,0.5904,0.001,0.591,0.001,11.02,0.04,21.79,99.0,0.99624157,0.55414,0.01744,0.51542,0.47065,0.0393366,0.0364672,0.53502
1946352,DES17C2iuz      ,0,0.7846,0.001,0.7853,0.001,9.49,0.03,23.15,99.0,0.8699376,0.9109,0.01487,1.20501,0.71822,-0.130061,0.0387012,0.29376
1948055,DES17X3hyv      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.16,99.0,0.1951513,0.7454,0.01185,-2.03976,0.66388,-0.0431222,0.0410017,0.78844
1948209,DES17C3ivo      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.64,99.0,0.99758375,0.37172,0.0021,-0.387409,0.16657,-0.0782782,0.0143206,0.57533
1948295,DES17C2ifs      ,0,0.7832,0.001,0.7839,0.001,10.53,0.07,23.59,99.0,0.99243814,0.73817,0.00831,-0.452756,0.30857,-0.0199968,0.0047306,0.48123
1948302,DES17C2ivl      ,0,0.8456,0.001,0.8463,0.001,9.75,0.02,22.9,99.0,0.8825908,1.04391,0.00148,1.61793,0.66786,-0.130866,0.0330417,0.59918
1948305,DES17C2ivt      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.56,99.0,0.6690785,0.61052,0.00442,-0.223296,0.67173,0.11217,0.0393868,0.51751
1950043,DES17C1ify      ,0,0.6883,0.001,0.6889,0.001,9.89,0.07,23.47,99.0,0.9995653,0.69634,0.01079,0.1548,0.56239,-0.0851847,0.0355805,0.84384
1950045,DES17C1ivy      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.45,99.0,0.9999945,0.34076,0.00531,0.077617,0.18694,-0.0771915,0.0170228,0.37476
1951036,DES17C1iwd      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.53,99.0,0.94593644,0.48278,0.00409,-0.74014,0.52677,0.16356,0.0342618,0.6254
1956190,DES17C2jjb      ,0,0.3837,0.001,0.3842,0.001,10.36,0.04,22.17,99.0,0.96951,0.37408,0.0048,-0.36276,0.26863,0.043998,0.0232102,0.48957
1959025,DES17C2izg      ,0,0.6114,0.001,0.6119,0.001,10.77,0.02,22.12,99.0,0.9992035,0.77208,0.00427,-2.3215,0.63547,-0.155807,0.0389677,0.52301
1960031,DES17C2izs      ,0,0.5656,0.001,0.5662,0.001,9.94,0.05,22.19,99.0,0.99650997,0.56071,0.0149,0.53513,0.62033,0.22714,0.0468662,0.36992
1965075,DES17C2jjr      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.23,99.0,0.97230804,0.63492,0.01623,1.77261,0.85028,0.16092,0.0589067,0.33442
1967025,DES17C2jju      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.69,99.0,0.9915379,0.55101,0.00823,0.25178,0.6045,0.19071,0.0401298,0.71738
1290007,DES14C3ns       ,0,0.4311,0.001,0.4317,0.001,9.85,0.01,21.93,99.0,0.999355,0.39977,0.0041,-0.189988,0.35293,0.14595,0.0282366,0.94937
1290043,DES14C3aat      ,0,0.7345,0.001,0.7352,0.001,11.22,0.03,22.93,99.0,0.9999981,0.56897,0.0091,0.31519,0.37666,0.14325,0.0316073,0.98859
1290061,DES14C3eax      ,0,0.782,0.001,0.7827,0.001,9.1,0.02,23.81,99.0,0.9793443,0.80217,0.04217,0.16089,0.66788,-0.0365855,0.0556143,0.73919
1290079,DES14E1id       ,0,0.5698,0.001,0.571,0.001,10.0,0.02,22.19,99.0,0.99305785,0.46874,0.01267,-0.465559,0.74606,0.24377,0.0448991,0.842
1290098,DES14C3aas      ,0,0.884,0.001,0.8847,0.001,11.25,0.03,23.45,99.0,0.9959046,0.78232,0.0096,0.42152,0.59221,-0.00688751,0.0402791,0.98572
1290176,DES14C3aan      ,0,0.7957,0.001,0.7964,0.001,10.35,0.05,23.72,99.0,0.9958319,0.89054,0.00504,0.15412,0.54108,-0.115136,0.0346999,0.13394
1290189,DES14C3aax      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.63,99.0,0.9992719,0.92445,0.00812,1.914,0.81562,0.0214557,0.0534534,0.13324
1290191,DES14C3pd       ,0,0.5951,0.001,0.5957,0.001,9.15,0.08,24.03,99.0,0.99156266,0.69513,0.05,1.14718,0.30233,-0.182739,0.01873,0.58209
1290323,DES14C3no       ,0,0.5991,0.001,0.5997,0.001,11.07,0.04,21.69,99.0,0.9962496,0.57719,0.0056,1.29241,0.38941,0.0478078,0.0293912,0.99998
1290347,DES14C3oj       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,27.11,99.0,0.9995839,0.68109,0.00932,1.67157,0.36517,-0.0785606,0.0275736,0.95978
1290394,DES14E1ic       ,0,0.5717,0.001,0.5729,0.001,10.75,0.04,21.76,99.0,0.918316,0.59761,0.00086,0.96809,0.67565,-0.0611681,0.037971,0.98089
1290397,DES14C3aaw      ,0,0.1792,0.001,0.1796,0.001,9.0,0.04,21.54,99.0,0.98415273,1.05759,0.00423,1.45918,0.6308,-0.135177,0.0372549,0.81081
1290488,DES14C3ads      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.31,99.0,0.99883014,0.92096,0.0087,1.44965,0.21493,-0.0900126,0.00425462,0.97392
1290568,DES14C3nj       ,1,0.4495,0.01,-9.99,-9999.0,-999.0,-999.0,25.36,99.0,0.9999987,0.70365,0.00789,0.63526,0.25603,-0.12405,0.0213023,0.39895
1290713,DES14E1ie       ,0,0.5508,0.001,0.5519,0.001,10.21,0.02,22.42,99.0,0.9975949,0.62239,0.01089,0.84063,0.58675,-0.00904599,0.0391234,0.92529
1290779,DES14C1eu       ,1,0.3895,0.01,-9.998,-9.998,-999.0,-999.0,21.54,99.0,0.99784434,0.39,0.00254,-0.759003,0.35327,-0.0253616,0.0247186,0.63999
1290812,DES14C1gc       ,0,0.635,0.001,0.6357,0.001,9.9,0.03,22.99,99.0,0.70847744,0.89508,0.00504,0.52385,0.48831,-0.200944,0.0262764,0.0159433
1290816,DES14C1es       ,1,0.2185,0.001,0.2189,0.001,8.76,0.02,22.96,99.0,1.0,0.23479,0.00182,1.18903,0.14424,0.012341,0.0127812,0.29177
1290916,DES14C1gj       ,0,0.8369,0.001,0.8376,0.001,10.72,0.03,23.67,99.0,0.98192143,0.95874,0.03801,0.88511,0.64177,-0.114683,0.0382072,0.35654
1290927,DES14C1akl      ,0,0.4847,0.001,0.4852,0.001,9.24,0.02,22.13,99.0,0.89275175,0.65721,0.01595,1.13462,0.90505,0.14677,0.0526438,0.29959
1290973,DES14C1gp       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.79,99.0,0.9998542,0.79791,0.00834,1.5055,0.53054,-0.183964,0.0286006,0.0644064
1290995,DES14C1gi       ,0,0.5435,0.001,0.5441,0.001,10.49,0.02,22.04,99.0,0.9998036,0.61848,0.02011,1.41438,0.34639,-0.118415,0.0331831,0.8499
1291080,DES14X2dl       ,1,0.4438,0.005,-9.99,-9999.0,-999.0,-999.0,24.88,99.0,0.99658394,0.42968,0.00761,-0.847986,0.52189,0.0365886,0.0298814,0.56701
1291090,DES14E2u        ,1,0.292,0.001,0.2929,0.001,9.38,0.04,21.79,99.0,1.0,0.27004,0.0098,1.08262,0.13997,0.00365102,0.0310221,0.92517
1291143,DES14X2cu       ,0,0.4782,0.001,0.4794,0.001,10.64,0.02,21.64,99.0,0.98950374,0.56289,0.00416,-0.465265,0.45056,-0.192787,0.0253554,0.76004
1291155,DES14X2dg       ,0,0.5109,0.001,0.5121,0.001,10.66,0.04,21.97,99.0,0.99761355,0.52973,0.00955,0.79421,0.36262,-0.188601,0.0242241,0.31779
1291187,DES14E2bu       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.63,99.0,0.9953708,0.7713,0.0149,-0.715052,0.82844,-0.111871,0.0499041,0.94387
1291254,DES14E2ad       ,0,0.3502,0.001,0.3512,0.001,9.87,0.01,21.86,99.0,1.0,0.33149,0.00358,0.0547576,0.27331,0.2184,0.0240056,0.95075
1291346,DES14X2eg       ,0,0.2977,0.001,0.2988,0.001,9.98,0.01,21.15,99.0,1.0,0.31793,0.00208,0.80533,0.19761,-0.092654,0.0156653,0.0961855
1291520,DES14E2xrv      ,0,0.661,0.001,0.6622,0.001,10.77,0.04,22.98,99.0,0.946732,0.89926,0.02449,1.40668,0.45127,-0.0536473,0.0261144,0.30682
1291596,DES14C2cru      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.49,99.0,0.9999981,0.31559,0.00292,0.16502,0.27802,-0.0496795,0.0191766,0.81319
1291783,DES14E2il       ,0,0.3985,0.001,0.3995,0.001,10.2,0.02,21.65,99.0,0.9999995,0.42421,0.00726,-1.08204,0.28199,-0.0411094,0.0279338,0.56113
1291842,DES14C2xy       ,0,0.5576,0.001,0.5582,0.001,9.77,0.04,22.67,99.0,0.9987011,0.49113,0.00558,2.64141,0.53349,0.26606,0.0367187,0.93143
1291861,DES14C2tz       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.93,99.0,0.99671835,0.56048,0.01595,-1.33865,0.57066,-0.0421825,0.0377657,0.95161
1291957,DES14E1tb       ,1,0.3714,0.001,0.3724,0.001,7.65,0.12,25.77,99.0,1.0,0.345,0.00381,0.17122,0.20126,-0.0286489,0.0194514,0.47462
1292033,DES14S1xb       ,0,0.3247,0.001,0.3257,0.001,9.0,0.03,23.22,99.0,0.99999964,0.3897,0.00623,0.57445,0.30121,-0.0855394,0.0250129,0.32729
1292227,DES14S2rf       ,0,0.2919,0.001,0.2928,0.001,10.13,0.05,21.52,99.0,0.9999988,0.3071,0.00539,-0.970301,0.22196,-0.055263,0.0211641,0.88974
1292332,DES14S2qf       ,101,0.2726,0.001,0.2736,0.001,10.16,0.05,21.09,99.0,1.0,0.25807,0.00478,0.47207,0.15585,-0.0540209,0.0196003,0.94524
1292336,DES14S2qb       ,1,0.2336,0.001,0.2345,0.001,9.08,0.01,22.66,99.0,0.99999976,0.20835,0.00237,-0.190884,0.14284,0.15651,0.0157912,0.38645
1292375,DES14S2wj       ,0,0.4822,0.001,0.4833,0.001,10.7,0.03,21.19,99.0,0.9097563,0.49889,0.01016,1.22163,0.63169,-0.0393271,0.0345805,0.91901
1292418,DES14S2wp       ,0,0.5897,0.001,0.5908,0.001,10.96,0.08,22.45,99.0,0.9624555,0.63711,0.01888,0.15965,0.76027,-0.0548748,0.0520762,0.88484
1292560,DES14X1qn       ,1,0.2248,0.001,0.2258,0.001,8.57,0.03,22.92,99.0,1.0,0.2233,0.00379,0.31025,0.0929579,-0.0896072,0.0165388,0.20111
1292823,DES14X3yd       ,0,0.3456,0.001,0.3467,0.001,8.96,0.03,23.47,99.0,1.0,0.34392,0.00626,0.16359,0.16348,-0.000147624,0.0197341,0.0306494
1292997,DES14X3zky      ,0,0.4145,0.001,0.4156,0.001,11.15,0.03,20.99,99.0,0.99110466,0.33844,0.00659,-0.403072,0.52679,0.23466,0.0326915,0.9948
1293028,DES14X3yv       ,0,0.7537,0.001,0.7551,0.001,10.96,0.07,22.92,99.0,0.998823,0.90752,0.00656,-0.116617,0.51855,-0.18122,0.0317234,0.97489
1293048,DES14X1xm       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.75,99.0,0.99989223,0.48079,0.03712,0.91821,0.45207,0.00608861,0.0647594,0.59196
1293319,DES14X2ags      ,1,0.2969,0.0005,-9.998,-9.998,-999.0,-999.0,22.75,99.0,1.0,0.27972,0.00247,1.75511,0.19398,0.0405285,0.0159294,0.89569
1293334,DES14X2vk       ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.44,99.0,0.99864227,0.64163,0.01928,1.35606,0.62643,0.0256687,0.0472752,0.94559
1293366,DES14X2vh       ,0,0.3204,0.001,0.3214,0.001,11.1,0.12,20.1,99.0,0.9999883,0.38345,0.02371,-0.252151,0.33221,-0.176713,0.0516957,0.97713
1293406,DES14X2alg      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.99393845,0.78473,0.00882,1.31532,0.71339,-0.0637697,0.0445691,0.52979
1293758,DES14E1anf      ,1,0.1481,0.001,0.149,0.001,10.71,0.02,18.6,99.0,1.0,0.15373,0.00384,-1.36935,0.0623909,-0.0135362,0.0217097,0.9442
1293767,DES14E1ani      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.48,99.0,0.9999707,0.4506,0.0185,-0.353188,0.42711,-0.0247965,0.035532,0.56972
1293789,DES14C3aar      ,0,0.429,0.001,0.4296,0.001,10.83,0.04,20.94,99.0,0.99421173,0.39353,0.00529,-0.627397,0.28123,-0.097374,0.0259807,0.33034
1293805,DES14E1bce      ,0,0.1813,0.001,0.1822,0.001,9.25,0.01,21.9,99.0,0.9999043,0.37122,0.00697,0.41057,0.39876,0.16665,0.029069,0.17744
1293829,DES14C3aod      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.02,99.0,1.0,0.18844,0.00282,-1.81351,0.10646,0.24899,0.0155937,0.0324305
1293832,DES14C3aoe      ,0,0.8133,0.001,0.814,0.001,10.75,0.03,22.24,99.0,0.0092651155,0.8514,0.00076,2.16127,0.16488,-0.0900002,0.0170746,0.9824
1293835,DES14C3bcj      ,0,0.5247,0.001,0.5253,0.001,10.23,0.02,22.8,99.0,0.99635965,0.96516,0.01073,1.99464,0.9407,-0.00788563,0.0499505,0.94181
1293848,DES14C3aoc      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.93,99.0,0.9999981,0.4161,0.00098,1.08,0.13928,0.0521319,0.0114684,0.0414581
1293862,DES14C3anz      ,0,0.1911,0.001,0.1915,0.001,7.54,0.18,25.28,99.0,0.99981636,0.67946,0.00976,0.2172,0.43616,0.0467215,0.0291366,0.8714
1293921,DES14C3aob      ,0,0.5049,0.001,0.5055,0.001,10.34,0.01,21.59,99.0,0.9999877,0.51754,0.00809,0.51429,0.32166,-0.090338,0.0246797,0.8179
1293924,DES14E2abr      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.99999964,0.44513,0.00727,-0.0420685,0.27551,-0.0148282,0.0260721,0.63591
1293951,DES14E2bcb      ,0,0.702,0.001,0.7033,0.001,11.06,0.03,22.21,99.0,0.99999976,0.48907,0.0067,0.0516242,0.28651,-0.13198,0.0223691,0.77199
1294014,DES14S1aot      ,1,0.3627,0.001,0.3637,0.001,9.17,0.02,22.45,99.0,0.99999964,0.34245,0.00467,0.77423,0.28857,-0.0458424,0.0207995,0.38929
1294137,DES14S1aow      ,1,0.4709,0.001,0.4719,0.001,9.13,0.02,22.54,99.0,0.9999981,0.3017,0.00877,-0.885543,0.36461,0.15316,0.0321202,0.96162
1294340,DES14S2bck      ,0,0.3609,0.001,0.3619,0.001,9.81,0.02,20.98,99.0,1.0,0.32944,0.00467,-0.198225,0.27909,0.0656553,0.0243204,0.28183
1294341,DES14S2anv      ,0,0.368,0.001,0.369,0.001,10.34,0.05,20.83,99.0,0.9999919,0.36711,0.00476,1.37134,0.34202,0.0663577,0.0264605,0.83242
1294351,DES14S2aoi      ,0,0.3383,0.001,0.3393,0.001,9.27,0.03,22.11,99.0,1.0,0.32427,0.0069,-0.0717725,0.23314,-0.0182783,0.0243677,0.73759
1294418,DES14X1uc       ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.19,99.0,0.9935002,0.63878,0.01243,0.34,0.73372,-0.054813,0.0460217,0.53909
1294603,DES14X1ans      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.39,99.0,0.9999527,0.4324,0.00494,0.66986,0.37612,0.0770308,0.0274984,0.58568
1294647,DES14C3adw      ,0,0.2194,0.001,0.2198,0.001,9.8,0.04,22.84,99.0,0.99977714,0.64578,0.00785,0.42597,0.54619,-0.0521461,0.0384999,0.82808
1294743,DES14X3aeb      ,1,0.3126,0.001,0.3136,0.001,10.26,0.01,20.93,99.0,0.99999917,0.34789,0.00631,1.10303,0.38966,0.16851,0.0275225,0.97134
1294806,DES14C2ahd      ,0,0.5254,0.001,0.5259,0.001,8.52,0.12,24.32,99.0,0.9999999,0.49459,0.00524,1.45751,0.36133,0.0268304,0.0256671,0.83551
1294820,DES14C1ahv      ,0,0.6835,0.001,0.6841,0.001,9.36,0.03,23.67,99.0,0.98992527,0.89294,0.01242,1.30808,0.3872,-0.0600296,0.0109113,0.81218
1294830,DES14C2ahh      ,0,0.6764,0.001,0.677,0.001,10.0,0.05,23.03,99.0,0.97995055,0.73373,0.00763,-1.25489,0.75552,-0.117762,0.0456278,0.5294
1294866,DES14C2zms      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,20.95,99.0,0.9999995,0.33114,0.00207,-0.724926,0.27436,-0.0802416,0.0199003,0.22059
1294907,DES14C2apo      ,0,0.6201,0.001,0.6207,0.001,8.99,0.09,24.53,99.0,0.97787493,0.90197,0.05,2.0532,0.59272,-0.143119,0.0302002,0.65285
1294971,DES14C2apl      ,0,0.5882,0.001,0.5888,0.001,10.07,0.02,23.03,99.0,0.9707308,0.49877,0.01241,-1.59496,0.49715,0.0976789,0.0399254,0.44934
1295024,DES14X2api      ,0,0.3339,0.001,0.3349,0.001,10.29,0.01,21.38,99.0,0.99999964,0.35425,0.00538,0.83699,0.37651,0.18312,0.0291545,0.959
1295027,DES14X2aph      ,101,0.4256,0.001,0.4268,0.001,10.02,0.01,22.29,99.0,0.99999785,0.4364,0.0033,0.48789,0.34029,-0.0113011,0.026376,0.48428
1295207,DES14C1aso      ,0,0.6108,0.001,0.6114,0.001,9.56,0.02,22.65,99.0,0.97719043,0.72384,0.01555,0.96264,0.88515,0.0831177,0.051703,0.92281
1295233,DES14C1bdz      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.09,99.0,0.99999833,0.56673,0.01073,0.98757,0.27535,0.0300026,0.00525617,0.35253
1295249,DES14C1bea      ,0,0.5327,0.001,0.5332,0.001,10.91,0.02,22.22,99.0,0.9997762,0.59568,0.01282,-0.06352,0.45634,-0.0146092,0.0316843,0.99888
1295256,DES14C1bdv      ,1,0.4425,0.007,-9.998,-9.998,-999.0,-999.0,25.49,99.0,0.9997807,0.44331,0.0073,-0.209114,0.24376,-0.079917,0.0202378,0.82906
1295285,DES14X3ajy      ,0,0.5251,0.001,0.5263,0.001,10.26,0.03,22.88,99.0,0.9999995,0.50448,0.00087,0.96783,0.24081,0.000446071,0.017299,0.96787
1295291,DES14X3ass      ,0,0.8621,0.001,0.8636,0.001,9.23,0.03,24.16,99.0,0.9968028,0.91653,0.01243,-0.692996,0.73494,-0.0581576,0.0478687,0.39273
1295296,DES14X3ajp      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.38,99.0,0.9763682,0.86912,0.01141,-0.279672,0.81589,0.0606408,0.0513005,0.30065
1295305,DES14X3ajv      ,1,0.6117,0.006,-9.99,-9999.0,-999.0,-999.0,25.23,99.0,0.9999957,0.58921,0.00765,-0.422973,0.21344,-0.0500164,0.00954655,0.0908395
1295315,DES14C1bdx      ,0,0.3489,0.001,0.3493,0.001,11.04,0.01,20.74,99.0,0.99999917,0.36169,0.00211,1.46658,0.2393,-0.0406268,0.0185043,0.46311
1295317,DES14X3aje      ,0,0.8461,0.001,0.8476,0.001,10.18,0.06,23.32,99.0,0.99852896,0.87996,0.00923,-0.036115,0.67652,-0.064776,0.0438078,0.81091
1295446,DES14C2bfg      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.85,99.0,0.9999968,0.57105,0.00948,-0.774593,0.35561,-0.0769626,0.0246585,0.5325
1295484,DES14C3aru      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.46,99.0,0.9998933,0.7679,0.01113,0.82366,0.4809,0.0383927,0.0307842,0.11698
1295501,DES14C3bez      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.81,99.0,0.9784582,1.00914,0.01254,-0.273609,0.0189994,-0.0831832,0.0160045,0.0338535
1295509,DES14C3ary      ,0,0.6836,0.001,0.6843,0.001,9.73,0.01,22.78,99.0,0.9981336,0.63148,0.00549,0.35518,0.34557,0.01829,0.0233803,0.92853
1295527,DES14C3bej      ,0,0.8849,0.001,0.8857,0.001,10.6,0.02,22.86,99.0,0.49197587,0.90296,0.01673,0.21339,0.77792,-0.0631417,0.0433343,0.8781
1295541,DES14C3ars      ,0,0.0504,0.001,0.0508,0.001,7.85,0.02,23.66,99.0,0.9999932,0.85065,0.00946,-0.153044,0.45213,-0.0873949,0.0271692,0.98583
1295592,DES14C3aoo      ,0,0.3563,0.001,0.3568,0.001,10.95,0.01,20.52,99.0,0.08527053,0.33489,0.00282,-0.17734,0.30979,0.0111423,0.0205347,0.35564
1295627,DES14E1bdi      ,0,0.277,0.001,0.2779,0.001,10.46,0.02,20.52,99.0,0.99999774,0.32725,0.01437,0.94696,0.46246,0.2184,0.0403676,0.83304
1295685,DES14E1bdm      ,0,0.5593,0.001,0.5605,0.001,10.21,0.02,22.51,99.0,0.99991715,0.53865,0.00791,-2.56182,0.62436,-0.0747629,0.0386868,0.5621
1295686,DES14E1bdl      ,0,0.9035,0.001,0.9049,0.001,10.87,0.05,23.71,99.0,0.9997073,0.83809,0.03115,-0.00954795,0.74897,-0.0791485,0.0551766,0.78321
