# Moller et al. 2024 
# SNe Ia selected with SuperNNova without host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology 
# Contains HQ cuts using SNphoto z fit with SALT2 
# zHD, c, x1 are derived simultanoeusly  
SNID,IAUC,SNTYPE,REDSHIFT_FINAL,REDSHIFT_FINAL_ERR,HOSTGAL_SPECZ,HOSTGAL_SPECZ_ERR,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOSTGAL_MAG_r,HOSTGAL_MAGERR_r,all_class0_S_0,zHD,zHDERR,x1,x1ERR,c,cERR,FITPROB
1430209,DES16S2bnl      ,0,0.2647,0.001,0.2657,0.001,9.96,0.01,22.45,99.0,0.99908996,0.59149,0.01624,0.32754,0.60282,0.0603158,0.042727,0.84628
1430255,DES16X2bkd      ,0,0.6581,0.001,0.6594,0.001,10.18,0.05,23.25,99.0,0.9999932,0.49154,0.00735,-0.247085,0.59318,0.13859,0.0363511,0.0294875
1430269,DES16C3bdy      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.21,99.0,0.67192304,1.07551,0.01131,0.42498,0.25753,-0.0800007,0.00134185,0.41166
1431064,DES16E2bkb      ,0,0.3949,0.001,0.3959,0.001,9.49,0.02,22.29,99.0,0.99999785,0.45644,0.00708,-1.02128,0.26952,-0.0805568,0.0212948,0.99509
1431091,DES16C3bej      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.33,99.0,0.11286407,0.98378,0.00726,0.85217,0.52176,-0.0477509,0.029869,0.10209
1431096,DES16E2bkg      ,1,0.4768,0.001,0.4779,0.001,9.09,0.03,23.27,99.0,0.9999956,0.53693,0.00814,-0.407081,0.31062,-0.0662946,0.0233388,0.88062
1431108,DES16C3ben      ,0,0.6105,0.001,0.6112,0.001,10.59,0.04,22.72,99.0,0.9999999,0.64575,0.00767,0.88639,0.31416,-0.0754846,0.0243855,0.76239
1431118,DES16C3bel      ,0,0.6247,0.001,0.6253,0.001,9.83,0.02,23.46,99.0,0.99874794,0.63405,0.01401,-0.118029,0.53876,0.25221,0.0427435,0.58257
1431163,DES16S2bnq      ,0,0.3671,0.001,0.3681,0.001,10.7,0.03,20.94,99.0,0.9999995,0.35393,0.00532,0.27054,0.28277,-0.00274591,0.0209169,0.54754
1431209,DES16X1bkl      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,21.49,99.0,0.7985895,0.48381,0.0072,1.5514,0.61766,0.22333,0.0370708,0.93414
1431220,DES16S2bnr      ,0,0.3071,0.001,0.308,0.001,10.57,0.01,21.04,99.0,0.99928004,0.80207,0.01408,0.56341,0.33409,-0.100006,0.00334942,0.6141
1432017,DES16C1bns      ,0,0.3458,0.001,0.3463,0.001,10.66,0.01,21.06,99.0,0.96423817,0.36415,0.00679,-1.36895,0.39346,0.15589,0.0273988,0.99945
1432027,DES16C1bnt      ,1,0.3504,0.001,0.3509,0.001,10.79,0.07,21.15,99.0,1.0,0.33132,0.00234,-0.262244,0.20675,0.11175,0.0165784,0.54787
1432048,DES16C2bnu      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.71,99.0,0.99948776,1.0023,0.00238,2.90783,0.25417,-0.11,0.0014769,0.11003
1432102,DES16E2bfk      ,0,0.718,0.001,0.7193,0.001,11.0,0.03,22.52,99.0,0.99999976,0.60187,0.00841,0.50179,0.47792,-0.0120822,0.0311576,0.21809
1432137,DES16E2bkj      ,0,0.6346,0.001,0.6357,0.001,10.24,0.02,23.13,99.0,0.96292746,0.58847,0.0194,0.67611,0.74073,0.22074,0.047903,0.2723
1432141,DES16E2bko      ,0,0.5649,0.001,0.566,0.001,10.1,0.02,22.27,99.0,0.99999714,0.6706,0.00177,1.39249,0.47465,-0.0222659,0.027658,0.64466
1432260,DES16X2bfv      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.88,99.0,0.9981065,0.87017,0.00478,1.01749,0.50246,-0.16526,0.0265719,0.5365
1432268,DES16X2bkq      ,0,0.3332,0.001,0.3343,0.001,9.31,0.02,22.67,99.0,0.99556184,0.40739,0.00664,0.11954,0.4111,0.23962,0.0300773,0.40855
1432273,DES16X3bfy      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.42,99.0,0.98917794,1.12889,0.00337,-0.620211,0.89131,-0.0438073,0.0483574,0.95769
1433026,DES16C1bod      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.99982905,0.64433,0.00909,0.38561,0.53102,0.0403588,0.0357337,0.95214
1433040,DES16C2boe      ,0,0.7195,0.001,0.7201,0.001,11.35,0.04,22.18,99.0,0.6750398,0.4754,0.01081,-0.313318,0.60904,0.21595,0.0380376,0.95402
1433226,DES16X1bkm      ,0,0.5839,0.001,0.5852,0.001,11.0,0.03,21.68,99.0,0.9998863,0.53755,0.01517,-2.84399,0.59692,-0.115212,0.0401019,0.8905
1433312,DES16X3biw      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.49,99.0,0.99999106,0.79546,0.00979,0.54748,0.23041,-0.0500002,0.0025329,0.76474
1434040,DES16C2bol      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.47,99.0,0.9999982,0.14344,0.00168,-1.95594,0.18076,0.16685,0.015536,0.78107
1434066,DES16E1bkp      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.73,99.0,0.99976045,0.60293,0.00086,2.39055,0.39537,0.0119642,0.0247578,0.47372
1434082,DES16C3bhe      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.36,99.0,0.99975115,0.73892,0.00395,0.15831,0.64962,0.18923,0.0381334,0.82888
1434172,DES16S2bon      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.96,99.0,0.9999795,0.67229,0.01452,0.2282,0.4857,-0.145732,0.0317657,0.94795
1434203,DES16X1bkt      ,0,0.3757,0.001,0.3768,0.001,9.4,0.03,22.9,99.0,0.9999976,0.37505,0.00233,0.83864,0.20525,-0.0118895,0.0167329,0.19063
1434248,DES16X3biz      ,1,0.2373,0.001,0.2384,0.001,11.14,0.04,19.43,99.0,1.0,0.21641,0.00092,-0.859231,0.0841083,0.0899028,0.0093499,0.9395
1434262,DES16X3bja      ,0,0.7896,0.001,0.7911,0.001,11.06,0.06,23.03,99.0,0.999977,0.79726,0.00346,1.64512,0.3918,-0.0762315,0.024814,0.31423
1435022,DES16C1bop      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.93,99.0,0.9998472,0.57137,0.01685,-1.11984,0.43991,-0.036829,0.0354123,0.19039
1435033,DES16C2bhp      ,0,0.5804,0.001,0.581,0.001,10.5,0.03,22.78,99.0,0.20911427,0.66068,0.00688,-0.486439,0.40044,-0.0985392,0.026889,0.55703
1435067,DES16E2bht      ,1,0.3914,0.001,0.3923,0.001,10.52,0.06,21.27,99.0,0.8255758,0.38789,0.0142,-1.24239,0.30705,-0.03151,0.0332519,0.52699
1435094,DES16C3bid      ,0,1.0163,0.001,1.0171,0.001,11.34,0.11,23.85,99.0,0.99966323,0.88084,0.01671,-0.0808966,0.51187,-0.0155733,0.0322082,0.97067
1436021,DES16X3bji      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.37,99.0,0.9998,0.61934,0.01074,-1.02858,0.46777,0.19661,0.0356677,0.35385
1439027,DES16X3bjd      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.5,99.0,0.999049,1.01907,0.00642,-1.49942,0.69185,-0.0747147,0.0396802,0.32648
1440057,DES16X1buy      ,1,0.5123,0.001,0.5135,0.001,9.59,0.02,22.38,99.0,0.9999795,0.53957,0.00846,-1.03184,0.23623,-0.128375,0.0221626,0.4121
1441029,DES16E2bll      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.09,99.0,0.9999975,0.64118,0.00589,0.26907,0.32638,-0.109652,0.0233611,0.59813
1442069,DES16X2bls      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.43,99.0,0.99769944,0.61424,0.03243,-1.28107,0.8629,0.12413,0.0621999,0.45857
1442085,DES16S2buz      ,0,0.6336,0.001,0.6348,0.001,10.48,0.03,22.64,99.0,0.995231,0.61841,0.01844,-1.69464,0.58054,-0.0479591,0.0414935,0.0650188
1443078,DES16S2bpf      ,0,0.611,0.001,0.6122,0.001,10.56,0.05,22.2,99.0,0.99826884,0.71474,0.03363,0.2246,0.65129,-0.062274,0.0520818,0.54384
1444028,DES16E2blz      ,0,0.5536,0.001,0.5547,0.001,8.76,0.06,24.08,99.0,0.9999989,0.5539,0.00768,-0.494468,0.3434,-0.00820194,0.0263172,0.71936
1444039,DES16E2bme      ,0,0.8681,0.001,0.8694,0.001,10.73,0.07,23.72,99.0,0.8915334,0.62846,0.01421,0.0999229,0.67064,0.12568,0.0446885,0.20742
1447146,DES16C3bqi      ,0,1.0001,0.001,1.0009,0.001,9.42,0.02,23.91,99.0,0.98795927,0.88208,0.01299,-1.60812,0.3874,0.0400086,0.00917002,0.71122
1448075,DES16C1cbl      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.65,99.0,0.99999964,0.66233,0.00985,0.14466,0.44162,-0.0651569,0.0320663,0.56792
1448095,DES16C2brf      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.91,99.0,0.96487844,0.74474,0.01247,-1.65499,0.6535,-0.0876255,0.0381437,0.59161
1448120,DES16C3byr      ,0,0.9253,0.001,0.926,0.001,10.71,0.05,24.16,99.0,0.9988072,1.08557,0.01443,-0.13058,0.72782,-0.0795403,0.0432063,0.47084
1448122,DES16C3bza      ,0,0.5769,0.001,0.5775,0.001,9.41,0.02,23.06,99.0,0.9999974,0.86714,0.00507,1.86296,0.32625,-0.153953,0.0216441,0.0342513
1449029,DES16X3bqy      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.77,99.0,0.999987,0.8437,0.00777,0.11038,0.24787,-7.35784e-06,0.00519199,0.0728823
1449040,DES16S1bys      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.89,99.0,0.9999081,0.60317,0.00938,1.29683,0.3823,-0.0801727,0.0282485,0.85056
1449066,DES16C1bre      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.63,99.0,0.97534674,0.91029,0.01128,2.46526,0.33235,-0.0099962,0.0058853,0.5789
1449074,DES16C1cbq      ,0,0.3319,0.001,0.3323,0.001,10.57,0.01,20.4,99.0,1.0,0.32665,0.00475,-0.255041,0.26027,-0.0178208,0.0236219,0.84376
1449102,DES16C3brm      ,0,0.6983,0.001,0.699,0.001,9.79,0.03,23.75,99.0,0.99997425,0.67264,0.00802,-1.02532,0.50596,0.14443,0.0367582,0.59026
1449113,DES16C3byv      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.48,99.0,0.99999726,0.94614,0.05,1.36302,0.0943395,-0.0951192,0.0200655,0.38856
1449115,DES16C3bzc      ,0,0.8667,0.001,0.8675,0.001,9.49,0.03,23.74,99.0,0.9900039,0.81107,0.01538,2.02958,0.48424,0.0619448,0.0397499,0.99487
1450026,DES16S1byw      ,0,0.3583,0.001,0.3593,0.001,10.55,0.08,21.02,99.0,0.9999995,0.34684,0.00864,-0.707176,0.2977,0.00999291,0.00730672,0.67746
1450124,DES16X3btm      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.42,99.0,0.95771253,0.86377,0.02355,0.99002,0.59448,-0.00832327,0.050129,0.51032
1450148,DES16E1byy      ,0,0.4474,0.001,0.4484,0.001,9.3,0.03,23.26,99.0,1.0,0.45004,0.00586,-0.0459364,0.24348,-0.0373312,0.0221033,0.64672
1452059,DES16X1bvu      ,0,0.5642,0.001,0.5655,0.001,10.32,0.02,22.93,99.0,0.998432,0.48983,0.00715,-1.25218,0.4671,0.10217,0.03177,0.0948277
1455021,DES16X3btp      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.6,99.0,0.9998449,0.91049,0.01954,0.0990493,0.6242,-0.0288983,0.0423283,0.98238
1456021,DES16X3cdt      ,0,0.2482,0.001,0.2492,0.001,9.91,0.01,20.88,99.0,0.9999987,0.42222,0.00498,-2.50365,0.47556,0.0129908,0.0327323,0.60575
1457025,DES16X3bwe      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.82,99.0,0.9999534,0.991,0.00866,0.55427,0.5213,-0.0362981,0.0331282,0.53767
1461023,DES16X3cdv      ,0,0.8225,0.001,0.8239,0.001,9.76,0.09,24.06,99.0,0.9999919,0.83794,0.01234,0.8356,0.49948,-0.00191725,0.0365445,0.33759
1466075,DES16C1ccb      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.78,99.0,0.9999975,0.64942,0.01327,1.21464,0.49551,-0.0480966,0.0358642,0.22088
1467057,DES16C3bzu      ,0,0.7039,0.001,0.7046,0.001,9.37,0.07,23.6,99.0,0.99999917,0.60403,0.00665,1.75513,0.21388,-0.00734678,0.0182842,0.46367
1469040,DES16S1caq      ,0,0.3267,0.0,0.3276,0.0,10.43,0.02,20.02,99.0,1.0,0.33031,0.01093,-0.166758,0.30625,-0.00273309,0.0315999,0.54286
1470063,DES16C1cii      ,0,0.5355,0.001,0.5361,0.001,10.28,0.03,22.18,99.0,0.9999949,0.50044,0.0109,-0.185713,0.27254,0.0675518,0.0439629,0.17087
1470081,DES16C3cdg      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.16,99.0,0.9999945,0.77784,0.02094,0.39481,0.49335,0.0859147,0.0364251,0.60091
1472020,DES16C1ccv      ,0,0.5311,0.001,0.5317,0.001,9.19,0.03,22.9,99.0,0.9999993,0.53142,0.00962,0.4996,0.35931,-0.0597782,0.0302281,0.36408
1473025,DES16C2coa      ,0,0.6465,0.001,0.6471,0.001,9.66,0.03,23.35,99.0,0.9998399,0.64533,0.01363,0.54309,0.49205,0.0125416,0.0397808,0.25375
1473027,DES16C2cld      ,0,0.5057,0.001,0.5062,0.001,10.57,0.02,21.27,99.0,0.9999988,0.53328,0.00711,-0.601548,0.31773,-0.128447,0.027146,0.0140606
1474020,DES16C3cdi      ,0,0.5415,0.001,0.5421,0.001,9.43,0.03,22.98,99.0,0.9997873,0.4713,0.00385,0.40997,0.32979,0.25437,0.0271984,0.0595347
1475032,DES16X3cfr      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.09,99.0,0.99997234,0.83314,0.04009,0.21408,0.58743,0.00541542,0.0496726,0.48637
1479098,DES16S1cgq      ,0,0.5038,1e-04,0.5048,1e-04,11.22,0.04,21.15,99.0,0.7044174,0.5494,0.01458,1.04314,0.59554,0.2022,0.0430302,0.46175
1479130,DES16X3clg      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.7,99.0,0.99971396,0.61416,0.00389,-1.85938,0.42937,0.0613649,0.0317686,0.0185753
1480038,DES16X2ceg      ,1,0.3342,0.001,0.3353,0.001,10.41,0.01,20.98,99.0,1.0,0.3394,0.00634,1.35282,0.24387,0.0145861,0.0214355,0.92222
1484053,DES16E2ciz      ,0,0.4632,0.001,0.4643,0.001,10.39,0.02,21.19,99.0,0.99972945,0.41212,0.00394,1.02527,0.28087,0.0431166,0.0214864,0.84734
1487043,DES16X3cht      ,0,0.6923,0.001,0.6936,0.001,10.8,0.04,21.65,99.0,0.99844164,0.63012,0.00849,0.98282,0.35764,0.1248,0.0296433,0.56751
1487055,DES16S1cgx      ,0,0.582,0.001,0.5831,0.001,10.47,0.03,21.88,99.0,0.9909378,0.72692,0.01187,-0.238997,0.74023,-0.109222,0.047448,0.91983
1488029,DES16E2cjg      ,1,0.4783,0.001,0.4794,0.001,11.01,0.03,20.79,99.0,1.0,0.37046,0.00431,-0.17511,0.22468,0.0463165,0.0187872,0.0127282
1488098,DES16X3clh      ,0,0.7508,0.001,0.7522,0.001,10.95,0.01,22.94,99.0,0.9955617,0.6471,0.00067,-0.833633,0.36482,-0.0276231,0.0258382,0.11184
1490034,DES16C1cim      ,0,0.53,0.001,0.5306,0.001,8.94,0.03,23.18,99.0,0.84197813,0.57492,0.00704,-0.0259772,0.32328,-0.075271,0.0235323,0.16497
1492039,DES16X3cik      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.26,99.0,0.9998204,0.85191,0.01612,-0.447235,0.45539,-0.0436316,0.0350747,0.41233
1495047,DES16C3cja      ,0,0.411,0.001,0.4115,0.001,10.01,0.01,21.86,99.0,0.99962187,0.4077,0.00875,-0.817736,0.22167,-0.0434181,0.0235781,0.0261428
1500031,DES16E2clk      ,1,0.3661,0.001,0.367,0.001,9.15,0.04,22.86,99.0,1.0,0.34623,0.01994,-0.330028,0.22149,0.0828718,0.045898,0.93826
1500036,DES16C1cpj      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.85,99.0,0.92839956,0.89979,0.00424,0.96785,0.46836,-0.178061,0.0264775,0.0926047
1500076,DES16X1crp      ,0,0.5989,0.001,0.6002,0.001,10.72,0.01,21.89,99.0,0.88571894,0.5968,0.01681,0.12927,0.39129,-0.159764,0.0309912,0.72469
1500086,DES16X1cpi      ,0,0.6414,0.0002,0.6427,0.0002,11.24,0.04,21.8,99.0,0.6531522,0.53369,0.00795,-1.07063,0.48137,0.0146369,0.034022,0.12353
1501075,DES16S2cpe      ,0,0.3837,0.001,0.3847,0.001,10.64,0.04,21.08,99.0,0.9998592,0.36013,0.00276,0.94997,0.30069,-0.003254,0.0207272,0.85565
1501097,DES16X1cpf      ,0,0.4359,0.001,0.4371,0.001,10.23,0.01,21.97,99.0,0.99999905,0.43364,0.0066,1.88475,0.26439,-0.0282982,0.0214288,0.65373
1501127,DES16X3cni      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.56,99.0,0.9978702,0.91486,0.00892,1.12064,0.50603,-0.0242192,0.0320587,0.17421
1501131,DES16X3clv      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.93,99.0,0.91837883,0.58911,0.00682,-0.344717,0.48712,0.25169,0.0354859,0.44577
1502029,DES16X2cpp      ,0,0.518,0.001,0.5192,0.001,10.21,0.04,21.84,99.0,0.95432216,0.63458,0.01415,0.10696,0.31779,-0.242425,0.024564,0.60547
1502065,DES16S1cps      ,1,0.2732,0.001,0.274,0.001,9.24,0.01,22.54,99.0,1.0,0.25903,0.00715,0.922,0.14104,0.0256559,0.025838,0.47266
1502083,DES16C3cmd      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.16,99.0,0.99900925,0.55401,0.0024,-1.06629,0.48577,0.14053,0.0325499,0.99312
1502132,DES16X3cpm      ,0,0.8018,0.001,0.8033,0.001,9.28,0.02,23.35,99.0,0.036710586,0.86762,0.01332,0.24175,0.53431,-0.0767406,0.0342433,0.23128
1503024,DES16X2cpn      ,1,0.2769,0.001,0.278,0.001,11.29,0.02,19.72,99.0,0.9999999,0.29761,0.00509,-1.90541,0.1893,-0.0423153,0.0208224,0.50148
1503111,DES16E2cnr      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.06,99.0,0.9896242,0.62807,0.00551,-0.952763,0.38166,-0.057084,0.0269617,0.34158
1504096,DES16X1cuz      ,0,0.5058,0.001,0.5071,0.001,10.86,0.03,21.64,99.0,0.99780256,0.46912,0.01163,-1.32119,0.58942,0.066335,0.0371438,0.88921
1504120,DES16X3cqa      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.99,99.0,0.89940035,1.07962,0.0138,0.94398,0.65161,-0.0896345,0.0369027,0.80615
1504139,DES16C3cmy      ,0,0.5564,0.001,0.5571,0.001,10.84,0.02,22.13,99.0,0.999998,0.54549,0.00502,0.74373,0.16492,-0.0931115,0.014647,0.67147
1507026,DES16C3cod      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.54,99.0,0.9916285,0.88048,0.05,-0.457446,0.25979,0.0321748,0.0113619,0.51164
1508029,DES16C3coj      ,0,0.8528,0.001,0.8535,0.001,10.6,0.04,22.82,99.0,0.7535895,0.89269,0.014,-0.25574,0.72289,-0.0396228,0.0419438,0.39792
1509040,DES16S2ctr      ,0,0.6851,0.001,0.6863,0.001,10.99,0.01,22.56,99.0,0.9999312,0.65469,0.01456,0.53592,0.65745,-0.0507457,0.0419051,0.97856
1510019,DES16C3coh      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.15,99.0,0.9910334,0.88287,0.0063,1.23243,0.6923,0.0531836,0.0425756,0.41573
1511024,DES16S2cpz      ,0,0.3718,0.001,0.3728,0.001,10.62,0.07,20.81,99.0,0.99060947,0.42214,0.00065,-1.80385,0.66706,0.0895643,0.0381633,0.0287587
1512101,DES16X2crt      ,101,0.5687,0.005,-9.99,-9999.0,-999.0,-999.0,23.38,99.0,0.93753326,0.57699,0.004,0.11211,0.33618,-0.129898,0.0230728,0.31748
1512110,DES16X2cxb      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.82,99.0,0.985908,0.72477,0.00077,-0.287383,0.24281,-0.0999992,0.00275349,0.29155
1512114,DES16X2crr      ,1,0.3108,0.001,0.3119,0.001,9.97,0.01,21.6,99.0,1.0,0.5797,0.00575,0.64208,0.41218,-0.12463,0.0290348,0.0525751
1513071,DES16C2cva      ,0,0.4029,0.001,0.4034,0.001,9.56,0.04,22.79,99.0,0.9999999,0.40498,0.00746,-0.439617,0.24338,0.0405073,0.025337,0.14573
1514043,DES16X2cqu      ,0,1.1076,0.3422,1.1094,0.3422,11.45,0.0,21.7,99.0,0.99999845,0.523,0.00648,-0.675097,0.42026,-0.0118552,0.0300333,0.85365
1516017,DES16E2crb      ,1,0.228,0.001,0.2289,0.001,9.19,0.02,22.16,99.0,1.0,0.2955,0.00204,-0.682993,0.15564,0.26002,0.00969382,0.4581
1516019,DES16E2cqq      ,1,0.4244,0.001,0.4254,0.001,9.13,0.03,22.94,99.0,0.99999833,0.44596,0.00443,-1.11015,0.2413,-0.0112505,0.0191724,0.80081
1516088,DES16X3cry      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.89,99.0,0.9999999,0.59742,0.0063,0.90321,0.23616,-0.00544623,0.0195542,0.22485
1517027,DES16X1csa      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.56,99.0,0.99226063,0.61642,0.00752,-0.995688,0.46285,-0.0846284,0.0301181,0.66191
1520020,DES16X2csj      ,0,0.3542,0.001,0.3553,0.001,9.35,0.02,22.39,99.0,0.92847735,0.54618,0.00632,-1.12753,0.45227,-0.046719,0.0300782,0.5094
1523049,DES16S2cyf      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.27,99.0,0.99998903,0.45439,0.0211,-1.2986,0.48664,0.16758,0.0447249,0.11516
1527026,DES16S1dlj      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.99719584,0.78129,0.01629,1.62869,0.75598,-0.0378722,0.0490204,0.83316
1528029,DES16S2cxt      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.98264366,0.93546,0.0017,1.75548,0.58867,-0.174987,0.0298658,0.049011
1530191,DES16X3cxp      ,0,0.5558,0.001,0.5571,0.001,10.69,0.01,21.66,99.0,0.9999919,0.61963,0.00983,-1.23058,0.46447,-0.0243394,0.033686,0.93731
1530193,DES16X3dfk      ,1,0.1477,0.001,0.1487,0.001,11.08,0.02,17.88,99.0,1.0,0.13653,0.00307,1.04784,0.0676487,0.0765301,0.019756,0.0994438
1531042,DES16C2cvc      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,26.27,99.0,0.9999975,0.55353,0.00778,0.64387,0.35679,-0.0020108,0.024741,0.60296
1531048,DES16C2cvd      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.56,99.0,0.87938184,0.49131,0.00808,-1.34506,0.48463,0.18931,0.0363462,0.63168
1531078,DES16X2cxu      ,0,0.6771,0.001,0.6785,0.001,10.14,0.02,23.3,99.0,0.95751095,0.54962,0.01743,0.0432516,0.50164,0.0710988,0.0405223,0.69033
1531089,DES16E2cxw      ,1,0.2915,0.001,0.2924,0.001,10.09,0.03,21.28,99.0,1.0,0.27869,0.00358,-0.747679,0.14492,-0.0174641,0.0161213,0.91594
1531108,DES16X1dbx      ,1,0.3439,0.005,-9.99,-9999.0,-999.0,-999.0,23.71,99.0,0.99999905,0.35656,0.00323,0.32216,0.22017,0.0634004,0.0185989,0.29738
1531112,DES16X1dbw      ,1,0.3347,0.001,0.3358,0.001,9.36,0.03,22.76,99.0,0.99999917,0.34152,0.00533,-0.39573,0.19119,-0.0426801,0.0184773,0.096373
1531113,DES16X1dcb      ,0,0.4569,0.001,0.4582,0.001,9.94,0.02,22.08,99.0,0.9998634,0.55811,0.01082,-1.21372,0.37578,-0.117352,0.0282487,0.96278
1531139,DES16X3cxy      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.54,99.0,0.9999994,0.68184,0.00717,0.83034,0.30539,-0.0207399,0.022231,0.38647
1531145,DES16X3cxz      ,0,0.4567,0.001,0.4579,0.001,9.42,0.02,23.13,99.0,0.9999994,0.46553,0.01196,-1.25842,0.24965,0.096945,0.025759,0.93516
1532021,DES16E1cvi      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.77,99.0,0.9999757,0.41363,0.00419,0.71385,0.28484,0.13357,0.0233962,0.40324
1532057,DES16E2dch      ,0,0.504,0.001,0.505,0.001,10.2,0.04,22.18,99.0,0.99999857,0.52812,0.00373,-0.273183,0.32755,-0.0853056,0.0240863,0.87242
1532071,DES16C2cvm      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,24.11,99.0,0.99999547,0.70262,0.00247,0.77099,0.55204,-0.0513055,0.0334564,0.20637
1533035,DES16X1cvh      ,0,0.5812,0.001,0.5825,0.001,10.76,0.02,21.99,99.0,0.88871694,0.71102,0.04139,-1.16709,0.0840498,-0.202762,0.0103728,0.30126
1533037,DES16E2dci      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.26,99.0,0.9862548,0.56399,0.00661,-0.596799,0.38922,-0.00772314,0.02791,0.32503
1533103,DES16E1dcj      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.02,99.0,0.9961274,0.68573,0.00813,1.67999,0.45189,-0.1177,0.0299326,0.0218024
1534078,DES16X3cym      ,0,0.6122,0.001,0.6136,0.001,9.71,0.04,23.18,99.0,0.9999906,0.63825,0.00487,-1.87199,0.32534,-0.103793,0.0233937,0.2998
1535064,DES16X3dcw      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.07,99.0,0.21840253,0.82891,0.00808,-1.11756,0.56818,-0.050085,0.034163,0.5278
1536021,DES16E1dcr      ,0,0.5341,0.001,0.5352,0.001,9.99,0.01,23.16,99.0,0.99528897,0.38962,0.00699,-0.870958,0.38791,0.27867,0.0301678,0.17225
1536026,DES16E1dcs      ,0,0.4413,0.001,0.4424,0.001,9.7,0.02,22.2,99.0,0.0051776,0.45376,0.01407,-0.102472,0.35611,0.12368,0.0358465,0.0279991
1536028,DES16E1dcx      ,1,0.4511,0.001,0.4522,0.001,10.71,0.04,21.55,99.0,0.9878467,0.42984,0.00339,0.73932,0.28492,0.13453,0.0230271,0.24341
1536060,DES16X1dcz      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.15,99.0,0.9471247,1.1258,0.01331,2.57166,0.3155,-0.2,0.0459456,0.32217
