# Moller et al. 2024 
# SNe Ia selected with SuperNNova without host-galaxy redshifts 
# This is NOT the cosmology sample nor the SALT values used for cosmology In DES+2024 
# Contains HQ cuts using SNphoto z fit with SALT2 
# zHD, c, x1 are derived simultanoeusly  
# all_class0_s* probabilities for different models  
# ensemble=average_probability_set_0  
SNID,IAUC,SNTYPE,REDSHIFT_FINAL,REDSHIFT_FINAL_ERR,HOSTGAL_SPECZ,HOSTGAL_SPECZ_ERR,HOSTGAL_LOGMASS,HOSTGAL_LOGMASS_ERR,HOSTGAL_MAG_r,HOSTGAL_MAGERR_r,zHD,zHDERR,x1,x1ERR,c,cERR,FITPROB,all_class0_S_0,all_class0_S_55,all_class0_S_100,all_class0_S_1000,all_class0_S_30469,average_probability_set_0
1252831,DES13X1bamv     ,0,0.3248,0.001,0.3259,0.001,10.15,0.03,22.79,99.0,0.53706,0.00873,-0.830658,0.68249,0.0913494,0.0413406,0.59568,0.96085936,0.98336107,0.9855611,0.994097,0.9888988,0.9825555
1252859,DES13X1gja      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,22.27,99.0,0.3897,0.00458,-0.342534,0.33376,0.0914651,0.0247142,0.28476,0.9999994,0.99998975,0.99999964,0.99999595,0.9999995,0.99999684
1252893,DES13X3gmh      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,27.09,99.0,0.7665,0.00957,0.43858,0.50191,0.0110526,0.0296472,0.14352,0.99982965,0.9999789,0.9999683,0.9999707,0.9995383,0.9998571
1252907,DES13X3gmc      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.45,99.0,0.57774,0.02052,0.33124,0.34618,0.17427,0.039123,0.82969,0.9555026,0.71398854,0.9972019,0.96516335,0.9967514,0.9257215
1252913,DES13X3gll      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.14,99.0,0.60333,0.00479,0.20703,0.42525,0.21768,0.0281266,0.3714,0.9999665,0.99958175,0.9999832,0.99996734,0.9997298,0.9998457
1252939,DES13X3glr      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.24,99.0,0.64357,0.01327,0.0848173,0.34722,-0.0542123,0.0294359,0.96225,0.9999999,0.99999964,0.99999917,0.9999995,0.9999999,0.99999964
1252970,DES13C2jug      ,0,0.462,0.001,0.4625,0.001,10.33,0.01,21.37,99.0,0.42881,0.02897,-0.417913,0.50366,0.16143,0.0541396,0.95707,0.99516344,0.9954035,0.9930849,0.99953985,0.9992298,0.9964843
1253029,DES13C1gol      ,0,0.3461,0.001,0.3466,0.001,10.36,0.02,22.05,99.0,0.39676,0.00828,-2.47833,0.34317,0.0013822,0.0286847,0.95242,0.99999905,0.99999905,0.9999989,0.99999774,0.9999994,0.99999887
1253039,DES13C1hwx      ,1,0.4535,0.006,-9.99,-9999.0,-999.0,-999.0,23.84,99.0,0.56021,0.02148,0.36778,0.21577,-0.239473,0.0274663,0.56594,0.9162103,0.99989843,0.99980146,0.999964,0.999992,0.98317325
1253046,DES13C1hxd      ,0,0.5013,0.001,0.5019,0.001,10.5,0.05,21.88,99.0,0.51409,0.01102,0.50342,0.26389,-0.0762043,0.0253346,0.67403,0.99999976,0.9999999,0.99999976,0.9999995,1.0,0.9999998
1253087,DES13E1lot      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.93,99.0,0.63398,0.00989,0.19148,0.30798,0.0600275,0.013079,0.0630648,0.99429363,0.98823327,0.9989712,0.993159,0.9932342,0.9935783
1253101,DES13E1goh      ,1,0.4533,0.001,0.4543,0.001,8.56,0.08,24.58,99.0,0.43873,0.00707,1.30448,0.2641,0.0115714,0.0219724,0.0134073,0.9999871,0.99998546,0.99997866,0.999997,0.99997723,0.9999851
1253119,DES13E2hwp      ,0,0.3192,0.001,0.3201,0.001,10.97,0.06,19.88,99.0,0.31431,0.00462,-0.925236,0.34013,-0.0806072,0.0232306,0.98887,1.0,0.99999976,1.0,1.0,1.0,1.0
1253131,DES13E2jmy      ,0,0.4035,0.001,0.4045,0.001,11.21,0.03,21.11,99.0,0.73005,0.00854,-0.743565,0.48817,-0.176231,0.0273095,0.30004,0.9821916,0.8281226,0.9944442,0.96215445,0.98478436,0.95033944
1253148,DES13E2gng      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.43708,0.00382,0.37002,0.31859,0.0505351,0.0254987,0.86635,0.99999976,0.99999475,0.99999225,0.9999957,0.99999857,0.9999962
1253160,DES13E2jnk      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.35,99.0,0.84376,0.05,0.63006,0.87823,-0.104151,0.0460445,0.45064,0.99352384,0.9813525,0.9868891,0.99262613,0.97100633,0.9850796
1253180,DES13C3hyg      ,0,0.4615,0.001,0.4621,0.001,10.73,0.01,21.47,99.0,0.48355,0.00636,-0.750845,0.16228,-0.0358377,0.016148,0.85254,0.99999964,0.99999964,0.9999995,0.99999976,1.0,0.9999997
1253243,DES13S1avbz     ,0,0.5773,0.001,0.5784,0.001,10.58,0.02,22.29,99.0,0.65187,0.03818,-1.07103,0.58964,-0.0834983,0.0622162,0.95326,0.9855693,0.9989887,0.9750846,0.9981108,0.99945885,0.9914425
1253286,DES13S1lnu      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,25.36,99.0,0.65294,0.01224,-0.943109,0.638,-0.0739988,0.0437199,0.47699,0.9987256,0.99949014,0.99931324,0.99950016,0.99970263,0.9993464
1253315,DES13S1hac      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.43,99.0,0.66054,0.0148,0.43848,0.59754,-0.0288754,0.0407558,0.10245,0.99970704,0.9999802,0.9998441,0.99960333,0.99997437,0.9998218
1253474,DES13X1hxs      ,0,0.4467,0.001,0.4479,0.001,11.2,0.02,21.58,99.0,0.43882,0.00297,0.0616234,0.30067,-0.107088,0.0205192,0.0784822,0.99924016,0.9999918,0.9999975,0.9999685,0.9999846,0.99983656
1253475,DES13X1bama     ,0,0.4541,0.001,0.4553,0.001,11.14,0.02,20.61,99.0,0.43542,0.01183,0.74193,0.65091,0.23118,0.0448701,0.87042,0.9945688,0.98457634,0.99538594,0.99589515,0.9419808,0.98248136
1253533,DES13X2gnl      ,0,0.7845,0.001,0.7859,0.001,10.79,0.03,22.88,99.0,0.43281,0.0034,-2.81851,0.62891,0.20778,0.0392085,0.55055,0.98456,0.9896492,0.998059,0.9940935,0.99632144,0.99253654
1253682,DES13C3hxt      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.18,99.0,0.93642,0.00393,-0.0271704,0.29371,-0.135993,0.0182217,0.057793,0.99999845,0.9999956,0.9999969,0.9999993,0.9999988,0.9999978
1253732,DES13X3ilt      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.85,99.0,0.84479,0.06778,-0.00663543,0.50536,0.00964614,0.0755135,0.79683,0.99982697,0.9978999,0.9999132,0.9999436,0.9995066,0.9994181
1253739,DES13X3hxu      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.64,99.0,0.50436,0.00095,-1.17156,0.22462,0.00679157,0.0181663,0.76227,0.99999833,0.99999976,0.9999987,0.99999917,0.99999964,0.99999905
1253761,DES13X3gul      ,0,0.8944,0.001,0.896,0.001,10.13,0.04,23.67,99.0,0.89388,0.01429,0.0223279,0.91837,0.0606,0.0519849,0.80503,0.9997427,0.9999124,0.9998536,0.9998528,0.99975604,0.99982345
1253816,DES13X3jce      ,0,0.9084,0.001,0.9099,0.001,10.11,0.03,24.02,99.0,1.06274,0.01137,-0.482544,0.64446,-0.0949966,0.0356143,0.9189,0.9978734,0.99739575,0.9954443,0.99768174,0.9933767,0.9963544
1253857,DES13X3iik      ,0,0.8565,0.001,0.858,0.001,10.4,0.05,23.55,99.0,0.83719,0.01032,0.16949,0.2949,0.0100099,0.00578678,0.75102,0.9998574,0.9990024,0.9999721,0.99997187,0.9999342,0.99974763
1253895,DES13C1td       ,0,0.4928,0.001,0.4933,0.001,10.79,0.03,21.15,99.0,0.52719,0.00576,0.78822,0.33395,-0.139618,0.0231198,0.77932,0.999995,0.9998933,0.99999034,0.99998546,0.99998116,0.9999691
1253932,DES13C1ipn      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,23.98,99.0,0.74526,0.01241,-1.63137,0.38113,-0.0442365,0.0276534,0.8187,0.9868129,0.9801201,0.97541237,0.9876539,0.9950315,0.98500615
1253933,DES13C1ghi      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.98,99.0,0.85396,0.01588,0.14947,0.73323,-0.0627278,0.0429573,0.96959,0.9908097,0.9942682,0.97050405,0.997771,0.99110293,0.98889124
1254000,DES13C2jva      ,0,0.533,0.001,0.5336,0.001,10.27,0.01,21.88,99.0,0.57118,0.07234,-0.434181,0.87169,0.12437,0.0944499,0.73483,0.9999573,0.9999213,0.99987316,0.99995184,0.9999821,0.9999372
1254002,DES13C2jsw      ,0,0.5359,0.001,0.5364,0.001,10.66,0.02,21.75,99.0,0.54426,0.01122,0.0477105,0.48025,0.0132188,0.032091,0.87614,0.9999248,0.99999094,0.99996805,0.9999627,0.99998415,0.99996614
1254051,DES13C2jub      ,0,0.7615,0.001,0.7621,0.001,11.14,0.05,22.21,99.0,0.60116,0.02071,-0.637965,0.95538,0.17328,0.0590095,0.97021,0.9754945,0.95118725,0.946233,0.9858759,0.9772956,0.96721727
1254052,DES13C2jve      ,0,0.7027,0.001,0.7033,0.001,9.86,0.04,23.67,99.0,0.59211,0.00828,0.50318,0.70607,0.22662,0.0440268,0.63844,0.9440066,0.8319747,0.81963456,0.95654815,0.8341443,0.87726164
1254058,DES13C2jur      ,0,0.463,0.001,0.4636,0.001,9.27,0.02,22.72,99.0,0.46496,0.00622,-2.25706,0.36129,-0.0027866,0.024251,0.9029,0.99990654,0.99998724,0.99974054,0.99996376,0.99996495,0.9999126
1254062,DES13C2jue      ,0,0.6417,0.001,0.6423,0.001,10.1,0.01,22.35,99.0,0.65786,0.0131,-0.292286,0.7715,0.012721,0.0480323,0.57048,0.9917875,0.99904233,0.99729556,0.99798954,0.9975853,0.99674004
1254070,DES13C2juz      ,0,0.4927,0.001,0.4932,0.001,10.64,0.03,22.22,99.0,0.58706,0.00881,0.4054,0.34176,-0.159472,0.0257491,0.78312,0.9999906,0.9999957,0.9999989,0.9999937,0.9999957,0.99999493
1254108,DES13C3ibt      ,0,0.9669,0.001,0.9676,0.001,10.89,0.06,23.21,99.0,0.9826,0.01829,-0.43555,0.34612,-0.0599877,0.00506789,0.97365,0.999876,0.99998796,0.9999112,0.99997723,0.9999964,0.9999498
1254150,DES13C3jcl      ,0,0.7042,0.001,0.7048,0.001,10.26,0.06,23.49,99.0,0.68293,0.00948,0.64593,0.31,-0.0203275,0.0233243,0.0827707,0.99999845,0.9999956,0.9999958,0.9999976,0.99983025,0.9999636
1254181,DES13S1oxv      ,0,0.6428,0.001,0.644,0.001,10.82,0.05,22.1,99.0,0.73381,0.01534,0.0175783,0.98407,-0.0536055,0.0558613,0.73685,0.9493995,0.89102995,0.96862954,0.9788022,0.9767007,0.95291233
1254299,DES13X1hxv      ,0,0.495,0.0002,0.4962,0.0002,11.07,0.02,21.72,99.0,0.52434,0.01233,-0.241843,0.36124,-0.128975,0.0303171,0.17073,0.9999962,0.99999976,0.99999666,0.99999845,0.99999917,0.999998
1254356,DES13X2jng      ,0,0.3513,0.001,0.3524,0.001,10.28,0.02,20.87,99.0,0.42355,0.01993,-0.0152006,0.37902,-0.0845623,0.0405168,0.99938,0.9999999,0.9999999,1.0,0.99999845,0.9999999,0.99999964
1254413,DES13C3jxc      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,26.29,99.0,0.63885,0.00419,-0.307645,0.3619,0.24108,0.0265873,0.26456,0.9992791,0.9925541,0.9997695,0.9999448,0.99983037,0.9982756
1254485,DES13C3kgc      ,0,1.2068,0.001,1.2077,0.001,9.58,0.04,24.34,99.0,1.16557,0.00177,-1.96174,0.0329624,-0.0876648,0.0187333,0.96537,0.9486786,0.9930541,0.98021597,0.99224514,0.99903524,0.9826458
1254524,DES13X3kel      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.86,99.0,0.77884,0.00767,0.27382,0.38936,-0.0631882,0.0288757,0.55267,0.99999833,0.99981385,0.9991824,0.9999497,0.9999696,0.99978274
1254565,DES13X3irs      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.93,99.0,1.09044,0.02626,-2.01893,0.77911,-0.106707,0.0361315,0.16697,0.8889616,0.9704194,0.9006523,0.93795717,0.9357129,0.92674065
1254566,DES13X3hzv      ,0,0.7912,0.001,0.7926,0.001,10.68,0.02,23.56,99.0,0.87895,0.04734,-1.11301,0.98945,0.0125622,0.0709076,0.0171025,0.98104995,0.5921528,0.9814988,0.98148304,0.96062994,0.8993629
1254580,DES13X3jzl      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.53,99.0,0.72455,0.00621,0.0540403,0.47741,0.0249164,0.0307657,0.0291338,0.9497552,0.18635792,0.094893485,0.97094953,0.41828772,0.5240488
1254670,DES13C1kdj      ,0,0.5049,0.001,0.5055,0.001,10.64,0.15,21.59,99.0,0.42212,0.00615,-0.857232,0.34945,-0.0436876,0.0287619,0.4133,0.99999964,0.99999976,0.99999976,0.999998,0.9999993,0.9999992
1254671,DES13C1nlk      ,0,0.4706,0.001,0.4712,0.001,9.69,0.02,22.21,99.0,0.59942,0.00383,0.63814,0.35997,-0.111619,0.0263653,0.47666,0.99999547,0.99998343,0.99999523,0.9999951,0.99999964,0.9999938
1254691,DES13C1nlq      ,0,0.7606,0.001,0.7612,0.001,10.03,0.13,23.76,99.0,0.70236,0.01156,1.23323,0.65252,0.0477121,0.0429494,0.34212,0.9900653,0.99950933,0.99357164,0.9989196,0.99946374,0.9963058
1254723,DES13C2jvc      ,0,0.3354,0.001,0.3359,0.001,10.24,0.05,21.77,99.0,0.30362,0.00403,-1.27583,0.26794,0.19474,0.0216725,0.81192,1.0,0.9999999,0.99999917,0.9999999,1.0,0.9999998
1254746,DES13C2kdm      ,0,0.4856,0.001,0.4861,0.001,11.37,0.01,22.58,99.0,0.56733,0.00176,0.40726,0.41203,0.00342198,0.0300034,0.44998,0.9999989,0.99999666,0.99999344,0.9999914,0.9999987,0.9999958
1254762,DES13C2nle      ,0,0.3983,0.001,0.3988,0.001,9.94,0.01,21.89,99.0,0.57058,0.00891,0.14638,0.53111,0.0158333,0.0388276,0.26239,0.9999442,0.9999925,0.9998896,0.9999572,0.9999106,0.9999388
1254764,DES13C2kdt      ,0,0.7029,0.001,0.7035,0.001,9.74,0.03,23.15,99.0,0.677,0.01707,0.41409,0.77488,0.13811,0.0497589,0.981,0.9848583,0.9791155,0.77737397,0.8943622,0.9624979,0.9196416
1254889,DES13C3kep      ,0,0.6056,0.001,0.6062,0.001,10.88,0.02,21.09,99.0,0.70556,0.00439,-0.0120307,0.12515,-0.120001,0.00167906,0.5369,0.99999976,0.99999464,0.9999999,0.99999857,0.99998915,0.99999636
1255008,DES13E1kxl      ,0,0.4438,0.001,0.4449,0.001,10.8,0.05,20.96,99.0,0.43768,0.00755,-1.10765,0.41077,-0.0494045,0.0315853,0.96961,0.9999571,0.9999975,0.99999917,0.9999814,0.99999166,0.99998534
1255059,DES13E2lpa      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.88249,0.0139,1.91837,0.372,-0.0415694,0.052784,0.21713,0.9476709,0.92560005,0.9899194,0.9942425,0.80287606,0.9320618
1255130,DES13E2lpg      ,0,0.6241,0.001,0.6253,0.001,10.57,0.05,21.68,99.0,0.49279,0.00525,-0.406723,0.47682,0.105,0.0324637,0.43095,0.9997725,0.99999,0.9999846,0.9999882,0.99999607,0.9999463
1255139,DES13C3jck      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.14,99.0,0.6492,0.00915,0.58542,0.2462,-0.0779831,0.0211766,0.6031,1.0,0.99998844,0.99996245,0.99999475,0.99998224,0.9999856
1255142,DES13E2kag      ,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,99.0,99.0,0.55829,0.01179,1.56063,0.46854,0.0438848,0.0334017,0.47302,0.9997956,0.99988174,0.9999523,0.9998789,0.99999547,0.9999008
1255169,DES13C3kek      ,0,1.0478,0.001,1.0486,0.001,11.24,0.03,23.78,99.0,0.63934,0.00579,-2.70853,0.56747,0.1297,0.0357693,0.47204,0.99942505,0.92267656,0.99104136,0.29718813,0.172655,0.67659724
1255276,DES13S1lpp      ,0,0.4433,0.001,0.4444,0.001,10.76,0.05,21.25,99.0,0.43772,0.01419,-0.334895,0.33193,0.053225,0.0313293,0.90948,0.9999789,0.99978775,0.99986184,0.9998455,0.99999475,0.9998938
1255312,DES13S1nli      ,0,0.3556,0.001,0.3566,0.001,10.53,0.07,21.25,99.0,0.35367,0.00385,0.17665,0.26239,0.0459209,0.0235236,0.54894,1.0,1.0,1.0,0.9999999,1.0,1.0
1255333,DES13S2bjig     ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.44,99.0,0.86825,0.00789,0.47839,0.7662,-0.0664907,0.0414255,0.33901,0.9439484,0.982589,0.98528755,0.96449393,0.96355194,0.9679742
1255382,DES13S2nqr      ,0,0.5806,0.001,0.5817,0.001,9.42,0.03,23.6,99.0,0.68644,0.00269,1.60877,0.51577,-0.116139,0.0330006,0.87753,0.9999393,0.9999919,0.9999037,0.9999635,0.9998876,0.99993724
1255399,DES13S2nlg      ,0,0.3814,0.001,0.3824,0.001,10.71,0.03,21.01,99.0,0.4522,0.00641,-0.256043,0.3771,-0.0174483,0.0295291,0.0267432,0.9999999,0.9999994,0.9999982,0.99999714,0.99999964,0.99999887
1255412,DES13S2nlm      ,0,0.372,0.001,0.373,0.001,10.44,0.01,21.19,99.0,0.5578,0.01024,0.19753,0.33997,-0.184883,0.0288762,0.72183,0.99999964,0.9999999,0.9999981,0.9999989,0.99999845,0.99999905
1255426,DES13S2hxp      ,0,0.4678,0.001,0.4689,0.001,9.59,0.02,22.32,99.0,0.66512,0.00129,0.76295,0.25915,-0.0100063,0.00599696,0.77432,0.9994986,0.9991371,0.9991154,0.99863595,0.99943596,0.9991647
1255470,DES13X1bakz     ,0,0.4688,0.001,0.47,0.001,11.1,0.04,21.55,99.0,0.40094,0.00362,-1.97947,0.32853,0.0318826,0.0252243,0.50201,0.98625284,0.99952924,0.99428433,0.99972147,0.9997322,0.9959041
1255487,DES13X1kbp      ,0,0.4501,0.001,0.4513,0.001,9.25,0.02,22.32,99.0,0.44734,0.01673,0.6434,0.41941,0.12376,0.04175,0.75722,0.99999976,0.99999845,0.99999845,0.9999957,0.9999974,0.9999979
1255501,DES13X1kar      ,0,0.7896,0.001,0.791,0.001,11.02,0.07,23.48,99.0,0.70019,0.00957,1.06854,0.76476,0.01188,0.0491962,0.31599,0.9951904,0.9022106,0.9876787,0.99672806,0.9892725,0.9742161
1255502,DES13X1kae      ,1,0.1482,0.001,0.1491,0.001,10.7,0.01,19.38,99.0,0.14255,0.00268,0.56038,0.0920134,-0.131611,0.0160518,0.54655,1.0,1.0,1.0,1.0,1.0,1.0
1255545,DES13X1kay      ,0,0.6018,0.001,0.6031,0.001,11.33,0.01,22.06,99.0,0.5534,0.00813,0.24686,0.46875,-0.0731315,0.0331421,0.78342,0.99701405,0.998497,0.97622854,0.9999536,0.9999163,0.9943218
1255576,DES13X2nkz      ,0,0.2801,0.001,0.2811,0.001,10.88,0.02,19.56,99.0,0.29669,0.00284,0.62006,0.17559,-0.0422058,0.0164757,0.40661,1.0,1.0,1.0,1.0,1.0,1.0
1255626,DES13X2kap      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.21,99.0,0.75556,0.01419,0.0208717,0.68049,-0.118819,0.0407805,0.88882,0.88811034,0.94587535,0.9512244,0.9832961,0.95519334,0.94473994
1255657,DES13X2azyv     ,0,0.5888,0.001,0.5901,0.001,9.35,0.09,23.71,99.0,0.48676,0.00751,-1.36981,0.54413,0.13288,0.0382564,0.18672,0.9992655,0.9884326,0.9954477,0.99739,0.9988708,0.99588126
1255735,DES13X3lqc      ,0,0.3645,0.001,0.3656,0.001,8.28,0.03,23.96,99.0,0.38845,0.00323,-0.191732,0.12793,0.00805902,0.0131571,0.79256,1.0,0.9999999,0.99999213,0.99999976,0.99999976,0.9999983
1255797,DES13C3bfke     ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.01,99.0,1.08872,0.00732,-2.86737,0.62835,-0.117111,0.0359621,0.83546,0.9489542,0.93846405,0.9680508,0.97149503,0.99663985,0.9647207
1255798,DES13C3kfd      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.27,99.0,1.11318,0.01103,-1.65331,0.54366,-0.169399,0.0323138,0.56399,0.9235803,0.23214778,0.96224177,0.740597,0.9426471,0.7602428
1255823,DES13X3lql      ,0,1.1093,0.001,1.111,0.001,11.05,0.01,23.4,99.0,0.74592,0.02226,-1.76477,0.48703,0.0100034,0.00715697,0.9794,0.9893937,0.99794716,0.99810326,0.99912304,0.9964192,0.99619734
1256024,DES13C3nta      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,26.15,99.0,0.45473,0.00384,0.70284,0.12797,-0.0642696,0.0122594,0.0618041,0.99999917,0.99993825,0.99998295,0.99999774,0.9999901,0.9999816
1256028,DES13C3nsq      ,0,0.9552,0.001,0.9559,0.001,9.47,0.02,24.08,99.0,0.88047,0.01287,-0.349368,0.64119,0.0117329,0.0424964,0.0970283,0.8606578,0.9429371,0.982126,0.9672269,0.47661838,0.84591323
1256097,DES13E2nlb      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,25.98,99.0,0.47111,0.01241,-0.638547,0.65186,0.29805,0.0457015,0.73782,0.71091974,0.98054034,0.9182178,0.98251593,0.990767,0.9165921
1256152,DES13S2nlj      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,22.45,99.0,0.34759,0.00543,0.10543,0.17207,-0.0576931,0.0188485,0.18313,1.0,1.0,0.9999999,0.9999999,1.0,1.0
1256332,DES13X3ntj      ,0,0.478,0.001,0.4792,0.001,9.89,0.02,23.18,99.0,0.47442,0.00251,1.09942,0.16661,-0.0421861,0.0138013,0.42634,0.9997472,0.9999387,0.9998567,0.9969896,0.9956607,0.99843866
1256335,DES13X3lqa      ,0,-9.0,-9.0,-9.998,-9.998,-999.0,-999.0,23.27,99.0,0.50268,0.00495,-1.35259,0.32165,0.13121,0.0265435,0.16698,0.9999019,0.9999989,0.9957045,0.99969506,0.99999917,0.99905986
1256432,DES13C2ric      ,0,0.5113,0.001,0.5118,0.001,10.07,0.01,22.16,99.0,0.54001,0.01512,-0.0316582,0.26998,-0.149988,0.0126202,0.56802,0.9998209,0.9999566,0.9999932,0.9999876,0.9998919,0.99993
1256484,DES13S1rao      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.32,99.0,0.53389,0.12626,-0.601104,0.58388,-0.0330326,0.15824,0.95193,0.9999672,0.99991,0.9998832,0.99998474,0.9999789,0.9999448
1256490,DES13S1rxa      ,0,0.3723,0.001,0.3733,0.001,10.38,0.04,21.57,99.0,0.33881,0.00656,0.57733,0.32598,0.13984,0.0255191,0.0572109,0.9999999,0.9999949,0.99999905,0.99999535,0.99999905,0.9999976
1256505,DES13S2nva      ,0,0.5563,0.001,0.5574,0.001,10.29,0.04,22.81,99.0,0.54161,0.00929,0.62839,0.40121,-0.0403168,0.0290742,0.42567,0.9494744,0.9998882,0.9999442,0.99953747,0.9996215,0.98969316
1256570,DES13C3appm     ,0,0.3473,0.001,0.3478,0.001,10.25,0.03,21.35,99.0,0.34133,0.00887,-2.2579,0.25782,0.0266627,0.0283549,0.0238385,0.9999982,0.99999666,0.9363179,0.99999547,0.9907284,0.98540723
1256596,DES13C3rud      ,0,0.6814,0.001,0.682,0.001,10.21,0.02,23.64,99.0,0.66883,0.0049,-0.621321,0.3429,0.00333711,0.0237852,0.5946,0.99999833,0.9999988,0.9999956,0.9999975,0.99998546,0.99999523
1256620,DES13C3nwv      ,0,0.2747,0.001,0.2752,0.001,9.15,0.0,20.32,99.0,0.27919,0.00275,-1.25989,0.19749,-0.015452,0.016277,0.98729,1.0,1.0,0.99999976,0.9999999,1.0,0.9999999
1256639,DES13C3nxg      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.48,99.0,1.15015,0.02191,-0.61156,0.37599,-0.0800018,0.00268534,0.3351,0.68317735,0.9275865,0.9347432,0.65585375,0.92119956,0.8245121
1256680,DES13X1bakt     ,0,0.2944,0.001,0.2955,0.001,9.95,0.02,21.58,99.0,0.32463,0.00389,-0.189986,0.30819,0.0522333,0.0227607,0.96871,0.9999999,0.9999995,0.9999999,0.99999976,0.9999999,0.9999998
1256764,DES13X2nwa      ,0,0.5565,0.001,0.5577,0.001,10.59,0.03,21.54,99.0,0.66238,0.01172,-0.0861584,0.40388,-0.214087,0.0264855,0.86862,0.45948848,0.87951523,0.75466686,0.6193901,0.941414,0.7308949
1256819,DES13X3lvj      ,0,0.5858,0.001,0.587,0.001,9.24,0.02,23.71,99.0,0.73048,0.02079,0.62943,0.32846,-0.12081,0.0264545,0.9399,0.9999366,0.9998331,0.99988174,0.9999238,0.99995506,0.99990606
1256823,DES13X3nyc      ,1,0.4408,0.001,0.442,0.001,9.23,0.02,23.09,99.0,0.43415,0.00239,0.80388,0.13975,-0.101391,0.0130741,0.0307263,0.9999794,0.99773717,0.999435,0.9998534,0.99140596,0.9976822
1256854,DES13X3rvp      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.69,99.0,0.78629,0.02707,0.27722,0.43334,-0.0150831,0.0360113,0.36696,0.999569,0.99891067,0.997502,0.99674594,0.9996233,0.9984702
1256869,DES13X3obr      ,0,0.14,0.001,0.1409,0.001,9.03,0.02,21.22,99.0,0.72279,0.00294,-0.527717,0.34546,-0.0915735,0.0234012,0.0131455,0.99833906,0.9991284,0.99968576,0.99935263,0.9968316,0.99866754
1256901,DES13X3rvr      ,0,-9.0,-9.0,-9.99,-9999.0,-999.0,-999.0,24.85,99.0,1.00085,0.00378,1.21675,0.48148,-0.0463226,0.0281302,0.18546,0.99995303,0.99948657,0.9761745,0.99919206,0.9998447,0.99493015
1256933,DES13C1rwy      ,0,0.3528,0.001,0.3533,0.001,10.64,0.02,20.82,99.0,0.35424,0.00481,-1.61362,0.29754,0.0580071,0.021656,0.74997,0.9999987,0.9999999,0.9999993,0.9999987,0.9999962,0.99999857
1257016,DES13E1nkv      ,0,0.3376,0.001,0.3385,0.001,9.7,0.01,21.92,99.0,0.32617,0.00446,-0.532831,0.22525,0.0522989,0.0208718,0.52093,0.9999944,0.9999982,0.99999905,0.9987657,0.9999875,0.999749
1257040,DES13E1nun      ,0,0.3518,0.001,0.3528,0.001,10.65,0.02,20.94,99.0,0.34315,0.00383,-0.413364,0.2069,-0.0644199,0.0161522,0.63534,0.9999995,0.99999833,0.9999999,0.9999989,0.99999964,0.9999992
1257072,DES13E1npz      ,0,0.2265,0.001,0.2274,0.001,10.59,0.03,20.96,99.0,0.32323,0.00679,-1.16961,0.27448,0.18351,0.0268219,0.0296395,0.9998816,0.99989927,0.9918121,0.004779204,0.1089976,0.6210739
1257102,DES13E2nuu      ,0,0.4733,0.001,0.4743,0.001,9.42,0.02,22.67,99.0,0.57984,0.05,0.56916,0.30756,-0.176986,0.0207395,0.54807,0.99999976,0.99999964,0.99999845,0.99999917,0.99999964,0.99999934
